Produced from DSCOVR NOAA NGDC NetCDF (nT, km/s, cm^-3, K)
year  mo  dy  hr  mn  sc msc Bx By Bz Ux Uy Uz rho T
#START
2024  5 16  0  0  0   0    -4.54     2.04    -1.42   -456.30      4.90     -0.30    5.8700   242689.0
2024  5 16  0  1  0   0    -4.66     2.01    -1.14   -458.60      4.90     -0.30    6.0500   262938.0
2024  5 16  0  2  0   0    -4.72     2.01    -0.95   -445.10      4.70     -0.30    3.6400   128697.0
2024  5 16  0  3  0   0    -4.68     2.09    -0.90   -442.30      4.70     -0.30    3.6600   119787.0
2024  5 16  0  4  0   0    -4.57     2.15    -1.20   -442.90      4.70     -0.30    3.8700   123572.0
2024  5 16  0  5  0   0    -4.78     1.96    -0.57   -442.00      4.80     -0.30    3.5900   133685.0
2024  5 16  0  6  0   0    -4.72     1.99    -0.72   -441.90      4.80     -0.30    3.6900   129967.0
2024  5 16  0  7  0   0    -4.70     2.03    -0.78   -442.20      4.80     -0.30    3.7700   129064.0
2024  5 16  0  8  0   0    -4.44     2.36    -1.04   -450.45      4.90     -0.30    4.5200   192139.5
2024  5 16  0 10  0   0    -3.91     3.02    -1.56   -457.70      5.00     -0.30    5.9000   218564.0
2024  5 16  0 11  0   0    -3.72     3.06    -1.93   -457.40      4.90     -0.30    6.0400   215058.0
2024  5 16  0 12  0   0    -4.64     2.10    -0.72   -457.90      4.90     -0.30    6.1300   288008.0
2024  5 16  0 13  0   0    -4.72     1.89    -0.95   -457.50      5.00     -0.30    5.9000   289535.0
2024  5 16  0 14  0   0    -4.58     2.18    -1.12   -454.50      4.90     -0.30    5.5500   226259.0
2024  5 16  0 15  0   0    -4.42     2.32    -1.32   -457.60      4.90     -0.30    6.0900   257511.0
2024  5 16  0 16  0   0    -4.65     2.10    -1.11   -448.10      4.80     -0.30    3.9400   181629.0
2024  5 16  0 17  0   0    -4.47     2.40    -0.99   -441.00      4.80     -0.30    3.6900   121587.0
2024  5 16  0 18  0   0    -4.60     2.02    -1.01   -439.80      4.70     -0.30    3.7600   131137.0
2024  5 16  0 19  0   0    -4.58     1.82    -1.14   -441.20      4.70     -0.30    3.7000   131112.0
2024  5 16  0 20  0   0    -4.63     1.56    -1.30   -440.10      4.70     -0.30    3.6700   134396.0
2024  5 16  0 21  0   0    -4.74     1.79    -0.37   -439.40      4.80     -0.30    3.6800   135672.0
2024  5 16  0 22  0   0    -4.34     2.21    -1.15   -444.50      4.80     -0.30    3.6500   128379.0
2024  5 16  0 23  0   0    -4.14     2.47    -1.13   -457.50      5.00     -0.30    5.8900   243324.0
2024  5 16  0 24  0   0    -3.93     2.85    -1.16   -458.30      4.90     -0.30    5.9400   227904.0
2024  5 16  0 25  0   0    -3.59     3.19    -1.27   -458.60      4.90     -0.30    6.4000   230376.0
2024  5 16  0 26  0   0    -3.46     3.27    -1.25   -457.50      5.00     -0.30    6.0900   215104.0
2024  5 16  0 27  0   0    -3.59     3.16    -1.42   -457.40      4.90     -0.40    6.1100   221073.0
2024  5 16  0 28  0   0    -3.79     2.93    -1.47   -457.10      4.90     -0.40    5.9100   218789.0
2024  5 16  0 29  0   0    -4.26     2.41    -1.49   -456.60      4.90     -0.40    5.8900   241234.0
2024  5 16  0 30  0   0    -4.36     1.96    -1.74   -456.40      4.90     -0.30    5.8000   247434.0
2024  5 16  0 31  0   0    -3.98     2.12    -2.22   -457.90      4.90     -0.40    6.1500   253148.0
2024  5 16  0 32  0   0    -4.40     1.30    -2.00   -453.40      4.80     -0.40    5.5100   221187.0
2024  5 16  0 33  0   0    -4.09     2.25    -1.91   -457.20      4.90     -0.40    6.4000   260141.0
2024  5 16  0 34  0   0    -4.10     1.75    -2.26   -456.20      4.90     -0.40    6.0300   239588.0
2024  5 16  0 35  0   0    -4.25     1.23    -2.22   -456.50      4.90     -0.40    5.3100   252848.0
2024  5 16  0 36  0   0    -4.51     0.66    -1.96   -449.60      4.90     -0.30    5.1000   202133.0
2024  5 16  0 37  0   0    -4.64     0.46    -1.79   -459.70      4.90     -0.40    5.9100   321350.0
2024  5 16  0 38  0   0    -4.34    -0.48    -2.25   -458.70      4.90     -0.40    6.3100   300030.0
2024  5 16  0 39  0   0    -4.43     0.47    -1.96   -456.10      4.90     -0.40    5.7600   248944.0
2024  5 16  0 40  0   0    -4.52     1.01    -1.62   -439.90      4.70     -0.40    3.6700   141496.0
2024  5 16  0 41  0   0    -4.50     0.91    -1.76   -439.80      4.70     -0.40    3.6300   136082.0
2024  5 16  0 42  0   0    -4.54     0.69    -1.77   -439.40      4.70     -0.30    3.5200   135558.0
2024  5 16  0 43  0   0    -4.56     0.75    -1.70   -439.10      4.70     -0.30    3.5500   139325.0
2024  5 16  0 44  0   0    -4.77     0.16    -1.26   -438.40      4.70     -0.40    3.3800   142939.0
2024  5 16  0 45  0   0    -4.76     0.05    -1.37   -439.30      4.80     -0.30    3.3400   144473.0
2024  5 16  0 46  0   0    -4.52     0.17    -1.71   -439.20      4.80     -0.30    3.5800   135548.0
2024  5 16  0 47  0   0    -4.36     0.76    -1.52   -442.10      4.80     -0.30    3.7500   143718.0
2024  5 16  0 48  0   0    -4.28     1.28    -1.54   -441.60      4.70     -0.50    3.8100   138703.0
2024  5 16  0 49  0   0    -4.26     1.40    -1.54   -441.10      4.80     -0.30    3.7700   135364.0
2024  5 16  0 50  0   0    -4.14     1.82    -1.39   -441.90      4.70     -0.40    3.8400   134913.0
2024  5 16  0 51  0   0    -3.90     2.73    -0.19   -456.20      4.90     -0.40    6.0800   249691.0
2024  5 16  0 52  0   0    -4.22     1.95    -0.99   -445.00      4.80     -0.30    4.1600   114817.0
2024  5 16  0 53  0   0    -4.29     2.04    -0.83   -458.10      5.00     -0.40    6.4100   307964.0
2024  5 16  0 54  0   0    -4.32     2.13    -0.14   -455.90      4.90     -0.40    5.7600   289758.0
2024  5 16  0 55  0   0    -4.52     1.74     0.35   -439.40      4.70     -0.40    3.7700   154648.0
2024  5 16  0 56  0   0    -4.59     1.21     0.48   -440.50      4.80     -0.30    3.7400   158566.0
2024  5 16  0 57  0   0    -4.67     0.98    -0.15   -439.70      4.80     -0.40    3.7900   162323.0
2024  5 16  0 58  0   0    -4.52     1.33    -0.60   -440.50      4.80     -0.40    3.8000   154711.0
2024  5 16  0 59  0   0    -4.41     1.46    -0.99   -441.10      4.70     -0.50    3.7200   147203.0
2024  5 16  1  0  0   0    -4.20     1.75    -1.17   -440.40      4.80     -0.40    3.9400   141860.0
2024  5 16  1  1  0   0    -4.16     1.66    -1.35   -440.00      4.80     -0.40    3.7600   142291.0
2024  5 16  1  2  0   0    -4.01     1.73    -1.92   -441.30      4.80     -0.40    3.7700   134617.0
2024  5 16  1  3  0   0    -3.81     1.80    -2.41   -456.30      4.90     -0.40    6.2500   254959.0
2024  5 16  1  4  0   0    -3.98     2.13    -2.29   -455.60      4.90     -0.40    5.8200   242021.0
2024  5 16  1  5  0   0    -4.31     1.96    -1.82   -453.40      4.90     -0.40    5.7200   223667.0
2024  5 16  1  6  0   0    -4.34     2.14    -1.58   -451.90      4.90     -0.40    5.7100   220760.0
2024  5 16  1  7  0   0    -4.40     2.05    -1.68   -456.00      4.90     -0.50    6.0000   283092.0
2024  5 16  1  8  0   0    -4.25     2.23    -1.69   -455.70      4.90     -0.40    6.0400   238478.0
2024  5 16  1  9  0   0    -4.23     2.00    -1.94   -452.80      4.90     -0.40    5.6200   207175.0
2024  5 16  1 10  0   0    -4.40     2.20    -1.42   -455.10      5.00     -0.40    5.9300   244576.0
2024  5 16  1 11  0   0    -4.50     2.01    -1.49   -445.90      4.90     -0.40    5.0100   187437.0
2024  5 16  1 12  0   0    -4.59     2.03    -1.18   -438.90      4.70     -0.40    3.7500   140355.0
2024  5 16  1 13  0   0    -4.66     2.10    -0.65   -438.40      4.80     -0.40    3.7500   141172.0
2024  5 16  1 14  0   0    -4.39     2.49    -0.75   -439.40      4.80     -0.40    3.7300   132053.0
2024  5 16  1 15  0   0    -4.24     2.59    -1.16   -439.70      4.80     -0.40    3.8700   127419.0
2024  5 16  1 16  0   0    -4.12     2.42    -1.56   -440.80      4.70     -0.50    3.7900   128152.0
2024  5 16  1 17  0   0    -3.85     1.89    -2.51   -451.80      4.90     -0.40    5.3400   204819.0
2024  5 16  1 18  0   0    -4.00     2.12    -2.40   -457.00      4.90     -0.50    6.0400   239330.0
2024  5 16  1 19  0   0    -3.89     2.72    -1.48   -456.10      5.00     -0.40    6.1200   241885.0
2024  5 16  1 20  0   0    -3.35     3.56     0.21   -456.80      4.90     -0.50    6.3300   217278.0
2024  5 16  1 21  0   0    -3.03     3.46     0.22   -457.30      5.00     -0.40    6.4900   210597.0
2024  5 16  1 22  0   0    -3.12     3.36     0.30   -458.50      5.00     -0.40    6.4400   221185.0
2024  5 16  1 23  0   0    -3.11     3.32     0.30   -457.60      5.00     -0.40    6.5400   224373.0
2024  5 16  1 24  0   0    -2.90     3.47     0.23   -457.90      4.90     -0.50    6.7200   217596.0
2024  5 16  1 25  0   0    -3.75     2.49     0.17   -454.80      4.90     -0.50    6.2100   225508.0
2024  5 16  1 26  0   0    -2.46     3.00     0.42   -460.80      4.90     -0.50    6.2800   216952.0
2024  5 16  1 27  0   0    -1.40     4.34     0.68   -471.70      5.10     -0.50    7.4500   261788.0
2024  5 16  1 28  0   0    -1.52     4.11    -0.14   -460.00      5.00     -0.40    6.8700   188237.0
2024  5 16  1 29  0   0     0.11     4.68    -0.15   -475.70      5.10     -0.50    8.4400   258921.0
2024  5 16  1 30  0   0    -0.69     4.55    -0.57   -474.00      5.10     -0.50    8.1100   265078.0
2024  5 16  1 31  0   0    -1.34     4.36    -0.66   -459.60      4.90     -0.50    7.0800   190893.0
2024  5 16  1 32  0   0    -1.29     4.17    -1.19   -459.70      5.00     -0.40    6.9500   184609.0
2024  5 16  1 33  0   0    -1.55     4.14    -0.85   -458.80      5.00     -0.40    6.6600   188806.0
2024  5 16  1 34  0   0    -1.65     3.68    -1.80   -459.00      5.00     -0.50    6.6700   192268.0
2024  5 16  1 35  0   0    -2.43     3.51    -1.38   -458.00      5.00     -0.50    6.5700   194440.0
2024  5 16  1 36  0   0    -2.61     3.47    -1.24   -457.70      5.00     -0.50    6.7000   203097.0
2024  5 16  1 37  0   0    -2.71     3.35    -1.66   -457.50      5.00     -0.50    6.5500   213311.0
2024  5 16  1 38  0   0    -2.73     3.57    -1.74   -456.60      4.90     -0.50    6.1800   208968.0
2024  5 16  1 39  0   0    -2.79     3.31    -2.12   -455.60      4.90     -0.50    6.1400   210507.0
2024  5 16  1 40  0   0    -3.61     2.98    -0.31   -456.40      5.00     -0.50    6.2400   248138.0
2024  5 16  1 41  0   0    -3.52     2.94    -0.75   -441.00      4.80     -0.50    4.1400   118516.0
2024  5 16  1 42  0   0    -3.48     3.09    -0.72   -457.30      4.90     -0.50    6.6800   251210.0
2024  5 16  1 43  0   0    -3.43     3.13    -0.78   -456.00      4.90     -0.50    6.3500   246422.0
2024  5 16  1 44  0   0    -3.45     3.13    -0.85   -455.30      4.90     -0.50    6.2400   231234.0
2024  5 16  1 45  0   0    -3.51     3.01    -0.61   -455.80      4.90     -0.50    6.1800   236927.0
2024  5 16  1 46  0   0    -3.68     2.77    -0.44   -455.70      5.00     -0.50    6.2600   245369.0
2024  5 16  1 47  0   0    -3.77     2.43    -0.39   -454.50      4.90     -0.50    5.6900   206237.0
2024  5 16  1 48  0   0    -3.07     3.04    -1.08   -458.80      5.00     -0.50    6.6100   261205.0
2024  5 16  1 49  0   0    -3.36     0.90     2.22   -456.00      5.00     -0.50    5.9600   232750.0
2024  5 16  1 50  0   0    -3.33     0.86     2.77   -456.80      5.00     -0.50    6.9200   251224.0
2024  5 16  1 51  0   0    -3.34     1.87     1.35   -456.80      5.00     -0.50    6.1700   233523.0
2024  5 16  1 52  0   0    -3.26     3.13     0.21   -457.90      5.00     -0.50    6.1600   238088.0
2024  5 16  1 53  0   0    -3.17     3.13     0.13   -457.50      4.90     -0.50    6.3400   241740.0
2024  5 16  1 54  0   0    -2.52     3.21     1.27   -458.10      5.00     -0.50    6.3700   211867.0
2024  5 16  1 55  0   0    -2.31     3.49     0.60   -458.60      4.90     -0.50    6.4600   212369.0
2024  5 16  1 56  0   0    -2.36     3.53    -0.35   -458.60      5.00     -0.50    6.3200   209733.0
2024  5 16  1 57  0   0    -3.04     2.97     0.00   -458.20      5.00     -0.50    6.2000   228074.0
2024  5 16  1 58  0   0    -3.08     3.05     0.21   -458.90      4.90     -0.50    6.0400   224778.0
2024  5 16  1 59  0   0    -3.37     3.08     0.33   -459.10      5.00     -0.50    5.8400   232727.0
2024  5 16  2  0  0   0    -3.70     2.85     0.06   -460.30      5.00     -0.50    5.8900   245884.0
