Produced from wind CDAWeb CDFs (nT, km/s, cm^-3, K)
year  mo  dy  hr  mn  sc msc Bx By Bz Ux Uy Uz rho T
#START
2024  5 24  0  0  0   0     1.49     9.52     1.47       nan       nan       nan       nan        nan
2024  5 24  0  1  0   0     1.43     9.53     1.46       nan       nan       nan       nan        nan
2024  5 24  0  2  0   0     1.40     9.52     1.39       nan       nan       nan       nan        nan
2024  5 24  0  3  0   0     1.40     9.52     1.25       nan       nan       nan       nan        nan
2024  5 24  0  4  0   0     1.39     9.49     1.36       nan       nan       nan       nan        nan
2024  5 24  0  5  0   0     1.40     9.43     1.46       nan       nan       nan       nan        nan
2024  5 24  0  6  0   0     1.30     9.47     1.17       nan       nan       nan       nan        nan
2024  5 24  0  7  0   0     1.30     9.43     1.22       nan       nan       nan       nan        nan
2024  5 24  0  8  0   0     1.45     9.42     1.18       nan       nan       nan       nan        nan
2024  5 24  0  9  0   0     1.50     9.39     1.07       nan       nan       nan       nan        nan
2024  5 24  0 10  0   0     1.44     9.38     1.07       nan       nan       nan       nan        nan
2024  5 24  0 11  0   0     0.56     9.40     1.68       nan       nan       nan       nan        nan
2024  5 24  0 12  0   0     0.40     9.45     1.39       nan       nan       nan       nan        nan
2024  5 24  0 13  0   0     0.88     9.42     1.45       nan       nan       nan       nan        nan
2024  5 24  0 14  0   0     1.00     9.43     1.22       nan       nan       nan       nan        nan
2024  5 24  0 15  0   0     0.95     9.34     1.32       nan       nan       nan       nan        nan
2024  5 24  0 16  0   0     0.80     9.27     1.68       nan       nan       nan       nan        nan
2024  5 24  0 17  0   0     0.60     9.22     1.92       nan       nan       nan       nan        nan
2024  5 24  0 18  0   0    -0.06     9.10     2.41       nan       nan       nan       nan        nan
2024  5 24  0 19  0   0     0.13     9.20     2.22       nan       nan       nan       nan        nan
2024  5 24  0 20  0   0    -0.10     9.14     2.41       nan       nan       nan       nan        nan
2024  5 24  0 21  0   0     0.26     9.18     2.11       nan       nan       nan       nan        nan
2024  5 24  0 22  0   0     0.53     9.15     1.73       nan       nan       nan       nan        nan
2024  5 24  0 23  0   0     0.56     9.12     1.40       nan       nan       nan       nan        nan
2024  5 24  0 24  0   0     0.46     9.18     1.42       nan       nan       nan       nan        nan
2024  5 24  0 25  0   0     0.51     9.15     1.45       nan       nan       nan       nan        nan
2024  5 24  0 26  0   0     0.57     9.10     1.57       nan       nan       nan       nan        nan
2024  5 24  0 27  0   0     0.68     8.99     1.55       nan       nan       nan       nan        nan
2024  5 24  0 28  0   0     0.93     8.95     1.31       nan       nan       nan       nan        nan
2024  5 24  0 29  0   0     1.35     8.79     0.97       nan       nan       nan       nan        nan
2024  5 24  0 30  0   0     1.46     8.64     0.63       nan       nan       nan       nan        nan
2024  5 24  0 31  0   0     1.40     8.57     0.90       nan       nan       nan       nan        nan
2024  5 24  0 32  0   0     0.73     8.50     1.69       nan       nan       nan       nan        nan
2024  5 24  0 33  0   0     0.67     7.44     1.52       nan       nan       nan       nan        nan
2024  5 24  0 34  0   0     0.16     6.81     2.38       nan       nan       nan       nan        nan
2024  5 24  0 35  0   0     0.17     6.09     3.46       nan       nan       nan       nan        nan
2024  5 24  0 36  0   0    -0.37     5.90     4.10       nan       nan       nan       nan        nan
2024  5 24  0 37  0   0    -0.58     6.11     3.06       nan       nan       nan       nan        nan
2024  5 24  0 38  0   0    -0.48     5.98     0.65       nan       nan       nan       nan        nan
2024  5 24  0 39  0   0    -1.09     6.14     2.00       nan       nan       nan       nan        nan
2024  5 24  0 40  0   0    -1.02     5.89     2.02       nan       nan       nan       nan        nan
2024  5 24  0 41  0   0    -0.79     6.76     2.03       nan       nan       nan       nan        nan
2024  5 24  0 42  0   0    -0.93     6.49     2.33       nan       nan       nan       nan        nan
2024  5 24  0 43  0   0    -0.45     6.65     2.47       nan       nan       nan       nan        nan
2024  5 24  0 44  0   0    -0.74     6.11     1.95       nan       nan       nan       nan        nan
2024  5 24  0 45  0   0    -0.46     5.89     1.13       nan       nan       nan       nan        nan
2024  5 24  0 46  0   0     0.33     6.46     1.85       nan       nan       nan       nan        nan
2024  5 24  0 47  0   0    -0.88     6.72     0.81       nan       nan       nan       nan        nan
2024  5 24  0 48  0   0    -0.78     6.82     0.71       nan       nan       nan       nan        nan
2024  5 24  0 49  0   0    -0.40     7.21     1.29       nan       nan       nan       nan        nan
2024  5 24  0 50  0   0    -0.18     7.20     0.95       nan       nan       nan       nan        nan
2024  5 24  0 51  0   0     0.34     7.05     1.41       nan       nan       nan       nan        nan
2024  5 24  0 52  0   0    -0.59     6.92     0.44       nan       nan       nan       nan        nan
2024  5 24  0 53  0   0     0.12     7.27     1.14       nan       nan       nan       nan        nan
2024  5 24  0 54  0   0     0.21     7.29     1.28       nan       nan       nan       nan        nan
2024  5 24  0 55  0   0     0.29     7.06     1.54       nan       nan       nan       nan        nan
2024  5 24  0 56  0   0     0.19     7.03     1.51       nan       nan       nan       nan        nan
2024  5 24  0 57  0   0     0.12     7.12     1.39       nan       nan       nan       nan        nan
2024  5 24  0 58  0   0     0.27     7.16     1.37       nan       nan       nan       nan        nan
2024  5 24  0 59  0   0     0.03     6.43     0.97       nan       nan       nan       nan        nan
2024  5 24  1  0  0   0    -0.50     6.17     1.87       nan       nan       nan       nan        nan
2024  5 24  1  1  0   0    -0.54     6.22     1.91       nan       nan       nan       nan        nan
2024  5 24  1  2  0   0    -0.30     6.11     1.53       nan       nan       nan       nan        nan
2024  5 24  1  3  0   0     0.07     5.31     1.25       nan       nan       nan       nan        nan
