Produced from ace CDAWeb CDFs (nT, km/s, cm^-3, K)
year  mo  dy  hr  mn  sc msc Bx By Bz Ux Uy Uz rho T
#START
2024  5 25  0  0  0   0    -1.19    -8.44    -2.22   -394.78     18.74      1.44       nan    87003.3
2024  5 25  0  1  0   0    -1.72    -8.33     0.18   -392.42     25.16     -6.30       nan    73673.9
2024  5 25  0  2  0   0    -3.56    -7.40     2.51   -381.75     19.99    -25.36    5.3259    67439.8
2024  5 25  0  3  0   0    -2.86    -8.19     1.26   -376.17     23.28    -28.88    5.2540    57630.0
2024  5 25  0  4  0   0    -1.78    -8.97    -0.11   -394.22     27.07    -11.29    4.3422    73648.8
2024  5 25  0  5  0   0    -1.55    -9.12     0.16   -395.88     32.81    -15.88    3.7102    67946.5
2024  5 25  0  6  0   0    -1.15    -9.05    -0.69   -402.48     25.14     -4.84    4.3060    90924.6
2024  5 25  0  7  0   0    -1.54    -9.13    -0.54   -400.36     25.71      3.77    3.6051    78830.0
2024  5 25  0  8  0   0    -2.18    -8.90     1.08   -394.44     32.62    -15.19    4.1581    76229.7
2024  5 25  0  9  0   0    -2.37    -9.04     0.20   -391.50     33.52    -15.78    3.9667    70764.6
2024  5 25  0 10  0   0    -2.98    -8.78    -0.13   -388.56     34.41    -16.38    3.7752    65299.5
2024  5 25  0 11  0   0    -3.30    -8.65    -0.67   -388.80     24.55     -9.74    4.1976    70692.5
2024  5 25  0 12  0   0    -3.19    -8.79    -0.55   -384.88     22.17     -6.15    3.7303    69106.1
2024  5 25  0 13  0   0    -2.88    -8.81    -0.54   -393.22     26.56     -7.49    3.9163    72685.2
2024  5 25  0 14  0   0    -2.83    -8.71    -0.83   -382.69     30.21    -12.62    3.9993    67130.2
2024  5 25  0 15  0   0    -3.54    -8.43    -1.06   -383.27     22.02     -0.94    3.9398    69950.4
2024  5 25  0 16  0   0    -3.25    -8.72    -0.98   -385.97     22.62     -1.77    3.8803    85629.2
2024  5 25  0 17  0   0    -1.51    -9.20    -0.14   -394.05     30.12     -6.22    4.1352    73605.3
2024  5 25  0 18  0   0    -2.05    -9.12    -0.37   -397.61     33.39    -11.12    3.8855    70826.9
2024  5 25  0 19  0   0    -1.92    -9.08    -0.80   -390.94     26.02    -10.90    3.9029    59691.5
2024  5 25  0 20  0   0    -1.46    -9.12    -0.00   -399.25     25.63     -2.82    3.9204    82017.6
2024  5 25  0 21  0   0    -2.27    -8.78    -1.81   -388.64     25.58     10.35    4.1311    84555.6
2024  5 25  0 22  0   0    -1.42    -8.71    -0.63   -402.74     30.16     -6.07    4.3419    77530.3
2024  5 25  0 23  0   0    -1.10    -9.18     1.78   -399.37     28.18    -14.59    4.0984    70505.0
2024  5 25  0 24  0   0    -0.90    -9.29     1.26   -396.68     27.99     -7.93    3.8821    78742.5
2024  5 25  0 25  0   0    -1.20    -9.23     1.28   -397.00     30.40    -12.51    4.0112    75619.2
2024  5 25  0 26  0   0    -2.02    -9.20    -0.06   -397.32     32.81    -17.09    4.1402    72496.0
2024  5 25  0 27  0   0    -2.68    -9.02    -0.95   -393.53     29.80     -9.31    4.0127    74422.4
2024  5 25  0 28  0   0    -2.17    -9.21    -0.11   -389.74     26.79     -1.53       nan    76348.9
2024  5 25  0 29  0   0    -2.05    -9.22     0.15   -394.26     26.35     -8.91    3.7576    72624.8
2024  5 25  0 30  0   0    -1.63    -9.26     0.31   -395.52     29.20    -10.94    3.7782    73909.4
2024  5 25  0 31  0   0    -1.70    -9.24    -0.03   -396.78     32.05    -12.97    3.7988    75194.0
2024  5 25  0 32  0   0    -1.19    -9.28    -0.14   -405.56     25.23      2.08    3.9498    91374.2
2024  5 25  0 33  0   0    -1.43    -9.20     0.05   -394.71     25.46     -3.40    3.5325    83254.1
2024  5 25  0 34  0   0    -1.35    -9.17     0.51   -397.60     29.57     -8.55    3.6670    81230.3
2024  5 25  0 35  0   0    -1.35    -9.13    -0.33   -396.82     26.75     -0.49    3.5776    85771.9
2024  5 25  0 36  0   0    -1.17    -8.96    -1.35   -396.05     23.93      7.58    3.4881    90313.5
2024  5 25  0 37  0   0    -1.45    -8.83    -1.43   -394.46     24.02      8.89    3.3674    81880.5
2024  5 25  0 38  0   0    -1.10    -8.77    -1.72   -394.24     26.63      8.51    3.3613    96443.3
2024  5 25  0 39  0   0    -1.07    -8.82    -1.34   -392.35     31.27      0.54       nan    86417.1
2024  5 25  0 40  0   0    -1.12    -8.92    -1.12   -395.28     23.85      6.11    3.3492    87934.1
2024  5 25  0 41  0   0    -1.31    -8.85    -1.11   -395.10     23.51      3.34    3.3677    83802.4
2024  5 25  0 42  0   0    -1.31    -8.88    -1.03   -394.92     23.17      0.57    3.3861    79670.6
2024  5 25  0 43  0   0    -1.15    -8.87    -1.18   -395.62     29.29      1.92    3.5047    83779.8
2024  5 25  0 44  0   0    -1.43    -8.76    -1.29   -396.61     28.45     -3.25    3.3513    82422.3
2024  5 25  0 45  0   0    -1.13    -8.64    -1.59   -394.66     23.58      6.69    3.4384    88821.7
2024  5 25  0 46  0   0    -0.59    -8.77    -1.43   -398.90     21.11      5.18    3.6577    87711.9
2024  5 25  0 47  0   0    -0.95    -8.86    -0.82   -396.17     24.63     15.64    3.2019    93240.0
2024  5 25  0 48  0   0    -1.86    -8.63     0.64   -397.90     21.67     14.17    3.1731    90580.2
2024  5 25  0 49  0   0    -0.86    -8.60    -1.76       nan       nan       nan       nan        nan
2024  5 25  0 50  0   0    -0.44    -8.80    -1.29   -401.34     15.76     11.25    3.1156    85260.6
2024  5 25  0 51  0   0    -0.00    -8.77    -1.49   -403.02     23.39     10.33    3.4820    92030.8
2024  5 25  0 52  0   0    -0.36    -8.85    -1.16   -400.42     26.92      0.72    3.2707    87991.0
2024  5 25  0 53  0   0    -0.56    -8.86    -1.12   -401.82     22.07      4.35    3.1058    86026.0
2024  5 25  0 54  0   0     0.08    -8.91    -0.39   -403.85     21.13     -1.75    3.6885    81092.3
2024  5 25  0 55  0   0    -0.82    -8.82    -0.82   -394.31     23.20      4.56    3.0569    80116.2
2024  5 25  0 56  0   0    -1.51    -8.61    -1.66   -391.75     27.18     13.92    3.1601    85041.9
2024  5 25  0 57  0   0    -1.68    -8.50    -1.98   -391.57     22.07     12.85    3.2255    80834.1
2024  5 25  0 58  0   0    -1.99    -8.46    -1.65   -391.39     16.97     11.77       nan    76626.3
2024  5 25  0 59  0   0    -2.49    -8.47    -1.40   -384.95     17.39      3.72    3.3562    87763.2
2024  5 25  1  0  0   0    -2.28    -8.51    -1.52   -385.98     22.89      6.61    3.2540    82812.2
2024  5 25  1  1  0   0    -2.76    -8.34    -1.15   -383.86     24.34      3.88    3.2022    87977.0
2024  5 25  1  2  0   0    -2.43    -8.40    -1.46   -385.06     19.73      3.61    2.8114    72588.1
2024  5 25  1  3  0   0    -2.64    -8.20    -1.25   -378.50     17.17     -0.80    3.0522    69701.4
2024  5 25  1  4  0   0    -3.96    -7.53    -0.93   -371.93     14.61     -5.22    3.2929    66814.6
2024  5 25  1  5  0   0    -3.22    -7.87    -1.01   -376.22     20.17     -5.71    3.7840    74554.5
2024  5 25  1  6  0   0    -2.09    -8.16    -0.99   -389.73     18.41     -6.54    3.1733    94978.4
2024  5 25  1  7  0   0    -2.80    -7.95    -1.34   -386.26      9.87      2.55    3.5349    80509.0
2024  5 25  1  8  0   0    -2.36    -8.14    -1.20   -382.86     19.19      4.14    3.7844    88765.0
2024  5 25  1  9  0   0    -1.90    -8.48    -0.67   -384.72     26.05      3.01    3.7179    77678.9
2024  5 25  1 10  0   0    -2.29    -8.14    -1.48   -382.12     19.73     -2.81       nan    90232.9
2024  5 25  1 11  0   0    -2.22    -8.05    -2.02   -383.24     18.71      0.63       nan    85725.1
2024  5 25  1 12  0   0    -2.29    -8.09    -1.59   -384.37     17.69      4.07    3.5183    81217.3
2024  5 25  1 13  0   0    -2.58    -8.19    -0.76   -383.82     21.07     -2.27    3.7712    78982.0
2024  5 25  1 14  0   0    -2.09    -8.26    -0.12   -383.28     24.45     -8.60    4.0241    76746.8
2024  5 25  1 15  0   0    -2.00    -8.29     0.13   -388.95     20.11    -12.26    4.0494    67130.8
2024  5 25  1 16  0   0    -2.02    -8.21     0.55   -389.09     16.65    -10.86    4.0748    69954.7
2024  5 25  1 17  0   0    -2.24    -8.25     0.02   -383.59     21.42    -15.67    3.9761    61751.2
2024  5 25  1 18  0   0    -2.35    -8.38    -0.08   -383.10     22.41    -15.79    3.8752    59623.9
2024  5 25  1 19  0   0    -2.11    -8.16    -0.43   -382.61     23.40    -15.91       nan    57496.7
2024  5 25  1 20  0   0    -2.60    -8.06    -0.08   -383.84     15.36     -4.90    3.6733    69045.2
2024  5 25  1 21  0   0    -2.98    -8.11     0.17   -378.62     17.41    -11.63    3.9805    66354.2
2024  5 25  1 22  0   0    -3.18    -7.99     0.54   -379.18     23.15    -15.36    3.7038    64836.3
2024  5 25  1 23  0   0    -3.68    -7.83     1.04   -376.98     22.59    -19.31    4.1272    59048.1
2024  5 25  1 24  0   0    -3.97    -7.67     1.14   -375.33     13.09    -15.33    4.5506    58193.3
