Produced from wind CDAWeb CDFs (nT, km/s, cm^-3, K)
year  mo  dy  hr  mn  sc msc Bx By Bz Ux Uy Uz rho T
#START
2024  5 25  0  0  0   0    -2.40    -8.34    -0.67       nan       nan       nan       nan        nan
2024  5 25  0  1  0   0    -1.98    -8.30    -1.32   -400.24     35.06      5.34    7.5918   210609.7
2024  5 25  0  2  0   0    -1.99    -8.22    -1.91   -400.67     34.70      4.96    7.5370   209405.8
2024  5 25  0  3  0   0    -2.55    -8.18     0.34       nan       nan       nan       nan        nan
2024  5 25  0  4  0   0    -3.51    -7.12     2.20       nan       nan       nan       nan        nan
2024  5 25  0  5  0   0    -3.07    -8.04     0.94       nan       nan       nan       nan        nan
2024  5 25  0  6  0   0    -2.35    -8.64    -0.57       nan       nan       nan       nan        nan
2024  5 25  0  7  0   0    -2.05    -8.74     0.08       nan       nan       nan       nan        nan
2024  5 25  0  8  0   0    -2.21    -8.82    -0.37       nan       nan       nan       nan        nan
2024  5 25  0  9  0   0    -2.41    -8.78    -0.96       nan       nan       nan       nan        nan
2024  5 25  0 10  0   0    -1.96    -8.89    -0.78       nan       nan       nan       nan        nan
2024  5 25  0 11  0   0    -2.34    -8.76     0.50       nan       nan       nan       nan        nan
2024  5 25  0 12  0   0    -2.35    -8.78     0.81       nan       nan       nan       nan        nan
2024  5 25  0 13  0   0    -2.79    -8.64     0.10       nan       nan       nan       nan        nan
2024  5 25  0 14  0   0    -2.61    -8.65    -1.29       nan       nan       nan       nan        nan
2024  5 25  0 15  0   0    -3.04    -8.51    -1.04       nan       nan       nan       nan        nan
2024  5 25  0 16  0   0    -3.03    -8.54    -0.99       nan       nan       nan       nan        nan
2024  5 25  0 17  0   0    -2.75    -8.70    -0.67       nan       nan       nan       nan        nan
2024  5 25  0 18  0   0    -3.41    -8.28    -1.46       nan       nan       nan       nan        nan
2024  5 25  0 19  0   0    -2.82    -8.58    -1.15       nan       nan       nan       nan        nan
2024  5 25  0 20  0   0    -2.70    -8.67    -0.92       nan       nan       nan       nan        nan
2024  5 25  0 21  0   0    -2.82    -8.59    -0.79       nan       nan       nan       nan        nan
2024  5 25  0 22  0   0    -2.85    -8.63    -1.02       nan       nan       nan       nan        nan
2024  5 25  0 23  0   0    -3.11    -8.52    -1.18       nan       nan       nan       nan        nan
2024  5 25  0 24  0   0    -2.44    -8.62    -1.55       nan       nan       nan       nan        nan
2024  5 25  0 25  0   0    -0.54    -9.26     0.49       nan       nan       nan       nan        nan
2024  5 25  0 26  0   0    -0.18    -9.28    -0.39       nan       nan       nan       nan        nan
2024  5 25  0 27  0   0    -0.10    -9.26    -0.14       nan       nan       nan       nan        nan
2024  5 25  0 28  0   0    -1.14    -9.17     0.04       nan       nan       nan       nan        nan
2024  5 25  0 29  0   0    -1.15    -9.02     0.96       nan       nan       nan       nan        nan
2024  5 25  0 30  0   0    -1.62    -9.05     0.98       nan       nan       nan       nan        nan
2024  5 25  0 31  0   0    -2.60    -8.88    -0.05       nan       nan       nan       nan        nan
2024  5 25  0 32  0   0    -2.69    -8.84    -0.42       nan       nan       nan       nan        nan
2024  5 25  0 33  0   0    -3.12    -8.67    -0.61       nan       nan       nan       nan        nan
2024  5 25  0 34  0   0    -2.74    -8.75    -0.83       nan       nan       nan       nan        nan
2024  5 25  0 35  0   0    -0.80    -9.03    -0.50       nan       nan       nan       nan        nan
2024  5 25  0 36  0   0    -0.44    -8.93    -0.75   -415.21     22.56     -7.80    5.6731   170525.2
2024  5 25  0 37  0   0    -0.75    -8.90    -1.35   -414.42     24.58     -7.47    5.7224   173439.3
2024  5 25  0 38  0   0    -0.73    -8.79    -1.61       nan       nan       nan       nan        nan
2024  5 25  0 39  0   0    -0.32    -8.58    -2.27       nan       nan       nan       nan        nan
