Combined L1 Data for 2024-05-20 (Despiked, Unpropagated) (GSM nT, km/s, cm^-3, K)
year  mo  dy  hr  mn  sc msc Bx By Bz Ux Uy Uz rho T nSat satUsed
2024  5 20  0 28  0   0    -0.26     5.55     7.03   -388.76    -11.21    -24.53    5.8959    59232.0  3  0
2024  5 20  0 29  0   0     0.70     6.18     6.82   -389.32     -4.94    -18.38    6.2591    77001.6  3  0
2024  5 20  0 30  0   0     1.14     6.26     6.27   -394.50    -19.82    -13.17    6.0467    75748.0  3  0
2024  5 20  0 31  0   0     2.71     6.19     5.70   -391.83    -10.64     -7.96    5.8344    74598.0  3  0
2024  5 20  0 32  0   0     3.60     6.28     5.35   -393.59    -11.69    -12.60    5.7313    65700.0  3  0
2024  5 20  0 33  0   0     2.09     6.26     4.68   -395.95    -12.40    -17.25    5.6282    62068.0  3  0
2024  5 20  0 34  0   0     1.98     5.86     5.35   -392.90    -13.94    -21.90    5.5252    60729.9  3  0
2024  5 20  0 35  0   0     1.73     5.94     6.11   -402.90    -20.39    -44.60    4.4200    46715.3  2  1
2024  5 20  0 36  0   0     1.49     5.19     6.68   -381.86      4.30    -31.20    5.3190    60729.9  3  0
2024  5 20  0 37  0   0    -1.03     4.91     7.34   -375.67      0.90    -26.25    5.4830    57287.0  3  0
2024  5 20  0 38  0   0    -0.46     5.12     7.21   -370.97     -5.52    -26.59    5.4935    63103.0  3  0
2024  5 20  0 39  0   0    -0.95     5.06     7.16   -370.99     -7.78    -26.92    5.5040    65643.0  3  0
2024  5 20  0 40  0   0    -1.25     5.49     7.35   -376.52      2.73    -25.86    5.3047    50494.6  3  0
2024  5 20  0 41  0   0    -1.37     5.45     7.48   -377.07      3.60    -24.80    5.1055    55393.0  3  0
2024  5 20  0 42  0   0    -0.68     5.50     7.49   -377.63      5.00    -26.48    5.6052    46586.8  3  0
2024  5 20  0 43  0   0    -0.30     5.57     6.94   -380.27     11.46    -25.59    5.5756    60562.8  3  0
2024  5 20  0 44  0   0    -0.34     5.58     6.79   -376.74     -3.00    -24.70    5.5461    73652.0  3  0
2024  5 20  0 45  0   0    -0.75     5.02     7.62   -379.23      7.50    -23.32    5.5047    95747.6  3  0
2024  5 20  0 46  0   0    -0.37     5.49     7.37   -379.23     15.98    -21.94    5.4633    96295.0  3  0
2024  5 20  0 47  0   0    -0.49     4.89     7.90   -380.95     13.81    -22.26    5.3056   110568.0  3  0
2024  5 20  0 48  0   0    -0.28     5.09     7.69   -378.87     -0.25    -20.26    5.2870    85052.3  3  0
2024  5 20  0 49  0   0    -0.74     5.11     7.66   -379.19     12.60    -18.26    5.2684    78992.0  3  0
2024  5 20  0 50  0   0     0.04     5.55     7.13   -373.57      2.89    -17.81    5.3523    70092.0  3  0
2024  5 20  0 51  0   0    -0.14     5.19     7.43   -376.16     -0.10    -17.37    5.4362    91119.6  3  0
2024  5 20  0 52  0   0    -0.51     5.66     6.97   -375.17      5.83    -17.57    5.3463   100870.0  3  0
2024  5 20  0 53  0   0     1.03     3.12     7.98   -374.18     11.77    -19.77    5.3508    90719.0  3  0
2024  5 20  0 54  0   0     1.40     3.65     8.24   -374.84     15.80    -21.98    5.3553    87387.0  3  0
2024  5 20  0 55  0   0     1.40     3.76     8.10   -373.07     14.20    -23.61    5.3303    88317.0  3  0
2024  5 20  0 56  0   0     1.52     3.62     8.04   -373.57     14.10    -25.24    5.3053    92600.0  3  0
2024  5 20  0 57  0   0     1.45     4.89     7.33   -381.11      2.60    -29.59    5.0123    92489.0  3  0
2024  5 20  0 58  0   0     1.90     4.66     7.50   -377.71      7.20    -29.66    4.8346    85032.0  3  0
2024  5 20  0 59  0   0     0.99     4.46     7.64   -375.10      9.50    -29.74    4.6570    80745.0  3  0
2024  5 20  1  0  0   0     0.75     4.67     7.49   -376.65      9.50    -24.81    5.0051    93522.0  3  0
2024  5 20  1  1  0   0     1.09     4.71     7.60   -374.86      5.00    -19.88    5.3532   121578.6  3  0
2024  5 20  1  2  0   0     0.66     4.56     7.67   -378.44      5.30    -24.35    5.5620   130925.0  3  0
2024  5 20  1  3  0   0     0.30     4.79     7.51   -378.04      7.00    -28.82    5.7707   127177.0  3  0
2024  5 20  1  4  0   0    -0.06     4.31     7.34   -379.64      1.50    -33.29    5.9795   124013.0  3  0
2024  5 20  1  5  0   0     0.61     4.47     7.33   -374.67      5.70    -30.90    5.7083   103410.0  3  0
2024  5 20  1  6  0   0     1.04     4.28     7.32   -372.83      7.30    -28.51    5.4371    85609.0  3  0
2024  5 20  1  7  0   0     0.95     4.11     7.59   -375.17      5.27    -35.52    5.3722    65853.1  3  0
2024  5 20  1  8  0   0     1.45     4.23     7.56   -372.86      3.70    -35.80    5.3410    65622.0  3  0
2024  5 20  1  9  0   0     1.52     4.27     7.53   -376.35      1.40    -36.08    5.3098    79953.0  3  0
2024  5 20  1 10  0   0     1.62     4.40     7.46   -381.66     -4.89    -34.16    6.0296    61502.3  3  0
2024  5 20  1 11  0   0     1.47     5.35     6.73   -379.04     -1.10    -32.23    6.7494    58093.0  3  0
2024  5 20  1 12  0   0     1.42     5.89     6.16   -377.71      3.30    -30.30    7.4692    54956.0  3  0
2024  5 20  1 13  0   0    -0.01     5.65     6.30   -376.51     12.90    -28.33    7.0996    45410.2  3  0
2024  5 20  1 14  0   0    -0.54     6.16     6.03   -375.30      6.45    -26.36    6.7300    49663.0  3  0
2024  5 20  1 15  0   0    -0.52     6.44     6.03   -373.93    -17.05    -25.83    6.1446    64561.9  3  0
2024  5 20  1 16  0   0     0.10     5.69     6.29   -374.43    -10.27    -25.29    5.5591    49663.0  3  0
2024  5 20  1 17  0   0     0.32     5.80     6.23   -378.27     -7.13    -28.99    5.8336    46955.0  3  0
2024  5 20  1 18  0   0     0.42     4.95     6.53   -377.82     -5.80    -31.49    5.7076    50128.0  3  0
2024  5 20  1 19  0   0     0.58     5.48     5.71   -380.06     -3.20    -33.99    5.5816    48477.0  3  0
2024  5 20  1 20  0   0     0.12     5.86     5.23   -381.65      1.00    -32.65    5.4782    57527.0  3  0
2024  5 20  1 21  0   0    -0.09     6.02     3.78   -383.24     -5.90    -31.31    5.3748    74785.1  3  0
2024  5 20  1 22  0   0     2.97     4.83     6.58   -380.11     -7.40    -33.66    5.5705    74537.0  3  0
2024  5 20  1 23  0   0     2.83     4.38     6.42   -376.42     -3.10    -35.89    5.2465    77285.0  3  0
2024  5 20  1 24  0   0     2.95     4.61     5.91   -377.24      1.89    -38.12    4.9226    67625.0  3  0
2024  5 20  1 25  0   0     2.30     5.03     6.23   -378.47     -0.20    -37.00    5.2776    82535.0  3  0
2024  5 20  1 26  0   0     2.24     5.52     5.87   -379.70     -2.30    -35.87    5.6326   101724.1  3  0
2024  5 20  1 27  0   0     2.25     5.82     5.52   -392.30     -6.83    -33.59    6.1443   107230.0  3  0
2024  5 20  1 28  0   0     2.35     6.03     5.10   -386.92     -6.98    -28.64    5.7154    87015.0  3  0
2024  5 20  1 29  0   0     1.02     5.86     4.96   -382.70     -1.07    -23.68    5.2865    99575.0  3  0
2024  5 20  1 30  0   0     1.56     5.17     5.72   -383.51      4.83    -22.19    5.5627   110109.0  3  0
2024  5 20  1 31  0   0     1.64     5.43     5.54   -385.48     14.42    -20.72    5.8389   106994.0  3  0
2024  5 20  1 32  0   0     3.04     5.81     5.48   -382.90    -10.10    -30.12    5.2314    82303.1  3  0
2024  5 20  1 33  0   0     2.54     5.92     5.37   -384.36    -13.41    -26.54    5.2421   106994.0  3  0
2024  5 20  1 34  0   0     1.56     6.26     5.30   -383.81      2.34    -22.97    5.2528   108135.0  3  0
2024  5 20  1 35  0   0     1.03     6.15     5.53   -387.93     -6.27    -22.41    5.3431   115125.5  3  0
2024  5 20  1 36  0   0     1.41     6.40     4.84   -386.15    -10.49    -21.85    5.4334   119233.1  3  0
2024  5 20  1 37  0   0     2.70     6.04     4.80   -387.31     -9.20    -21.29    5.5237   123340.6  3  0
2024  5 20  1 38  0   0    -0.67     5.28     6.64   -390.90     10.50    -18.37    5.4662   123087.0  3  0
2024  5 20  1 39  0   0    -1.12     5.34     6.88   -394.49     10.80    -15.46    5.4087   120294.0  3  0
2024  5 20  1 40  0   0    -1.01     5.38     6.89   -389.80     14.10    -13.49    5.5757   123173.0  3  0
2024  5 20  1 41  0   0    -0.84     5.46     6.35   -385.12     15.70    -11.51    5.7426   119841.0  3  0
2024  5 20  1 42  0   0    -0.90     5.50     6.75   -391.45     24.10    -14.63    6.0957   116443.0  3  0
2024  5 20  1 43  0   0    -0.46     5.44     6.74   -389.09     20.20     -8.77    5.7571   112457.0  3  0
2024  5 20  1 44  0   0    -0.47     5.17     6.69   -386.73     13.70     -2.91    5.4185   123393.0  3  0
2024  5 20  1 45  0   0    -0.88     5.37     6.94   -381.37     20.60    -11.33    5.1922   118281.0  3  0
2024  5 20  1 46  0   0    -0.94     5.66     6.87   -379.61     16.50    -19.77    4.9658   118373.0  3  0
2024  5 20  1 47  0   0    -1.01     5.74     6.81   -382.95     21.00    -28.21    4.7395   112066.0  3  0
2024  5 20  1 48  0   0    -1.35     4.77     6.63   -381.41     20.80    -29.58    4.9413   103604.0  3  0
2024  5 20  1 49  0   0    -1.18     4.71     6.86   -384.05     23.75    -30.95    5.1430    99636.0  3  0
2024  5 20  1 50  0   0    -1.18     4.66     6.56   -385.66     13.90    -20.89    5.2840    87445.0  3  0
2024  5 20  1 51  0   0    -0.62     4.73     6.19   -395.28     13.90    -10.82    5.4250   101100.0  3  0
2024  5 20  1 52  0   0    -0.55     4.97     6.16   -386.90      6.10    -22.74    4.5403    77769.2  3  0
2024  5 20  1 53  0   0    -1.27     5.16     6.84   -383.74      9.50    -23.89    4.7015   101100.0  3  0
2024  5 20  1 54  0   0    -1.20     5.30     6.74   -382.83     13.89    -25.05    4.8627    99299.0  3  0
2024  5 20  1 55  0   0    -1.39     5.07     6.97   -381.78     19.73    -29.44    5.3867   106416.0  3  0
2024  5 20  1 56  0   0    -0.99     5.65     5.73   -384.37     15.10    -33.82    5.9107   100536.0  3  0
2024  5 20  1 57  0   0    -0.79     5.70     5.57   -385.59     15.60    -22.06    5.3357   106514.0  3  0
2024  5 20  1 58  0   0    -1.12     5.30     6.70   -386.64     18.60    -23.85    5.3044    87071.0  3  0
2024  5 20  1 59  0   0    -1.38     5.55     6.66   -387.69      3.82    -25.65    5.2732    95421.0  3  0
2024  5 20  2  0  0   0     0.23     6.35     5.63   -379.95     13.00    -22.31    5.4447    90044.0  3  0
2024  5 20  2  1  0   0    -0.02     6.16     5.82   -381.13      7.56    -18.98    5.6163    69264.6  3  0
2024  5 20  2  2  0   0    -0.81     6.10     6.08   -382.26      9.96    -26.01    5.0702    86364.0  3  0
2024  5 20  2  3  0   0    -0.97     6.37     5.80   -381.39      5.13    -29.92    5.3280    75980.0  3  0
2024  5 20  2  4  0   0    -0.78     6.81     5.10   -380.52      0.29    -33.82    5.5859    83544.0  3  0
2024  5 20  2  5  0   0     0.17     7.65     3.66   -379.72     -2.82    -33.07    5.5962   105557.0  3  0
2024  5 20  2  6  0   0     1.37     6.71     4.40   -378.91     -5.92    -32.32    5.6066    94302.0  3  0
2024  5 20  2  7  0   0     1.11     7.74     2.76   -381.08     -6.44    -26.07    5.5202    85727.0  3  0
2024  5 20  2  8  0   0     2.31     8.00     1.48   -385.10     -9.42    -21.59    5.5273    91738.0  3  0
2024  5 20  2  9  0   0     2.06     7.82     0.10   -385.18    -12.30    -17.10    5.5344    76622.0  3  0
2024  5 20  2 10  0   0     1.61     7.88     0.04   -388.09    -15.36    -12.61    5.5416    98787.0  3  0
2024  5 20  2 11  0   0     1.23     8.07    -0.90   -391.00    -18.90     -8.12    5.5487    80952.0  3  0
2024  5 20  2 12  0   0     1.18     8.14    -0.73   -384.61    -20.30    -15.31    5.2394    84689.0  3  0
2024  5 20  2 13  0   0     1.14     8.15    -0.85   -383.61    -22.20    -15.87    5.0487    87396.0  3  0
2024  5 20  2 14  0   0     1.49     8.28    -0.77   -383.59    -21.06    -16.42    4.8580    92706.0  3  0
2024  5 20  2 15  0   0     1.45     8.26    -0.76   -383.39    -24.90    -10.54    4.8659   120517.8  3  0
2024  5 20  2 16  0   0     1.61     8.07    -0.87   -382.84    -19.12     -4.66    4.8737   141177.9  3  0
2024  5 20  2 17  0   0     1.42     8.11    -1.54   -384.27    -20.95     -4.58    4.7838   120152.9  3  0
2024  5 20  2 18  0   0     1.65     8.02    -1.53   -385.69    -21.21     -5.00    4.8313   118277.0  3  0
2024  5 20  2 19  0   0     1.67     7.92    -1.53   -382.21    -21.48     -5.43    4.8787   116415.8  3  0
2024  5 20  2 20  0   0     1.56     7.82    -1.48   -384.19    -20.78     -5.05    4.7715   116348.9  3  0
2024  5 20  2 21  0   0     1.71     7.39    -2.06   -381.58    -20.09     -4.68    4.6644   116282.1  3  0
2024  5 20  2 22  0   0     1.69     7.21    -1.86   -381.81    -21.70     -5.02    4.6727   117668.3  3  0
2024  5 20  2 23  0   0     1.31     7.08    -2.14   -385.44    -21.46     -2.11    4.6644   116803.8  3  0
2024  5 20  2 24  0   0     1.41     7.00    -2.76   -385.83    -21.21      0.80    4.6560   115942.6  3  0
2024  5 20  2 25  0   0     1.50     6.93    -2.65   -383.07    -19.78      3.18    4.6140   115779.9  3  0
2024  5 20  2 26  0   0     1.47     6.90    -2.90   -384.77    -18.34      5.56    4.5719   115617.3  3  0
2024  5 20  2 27  0   0     1.40     6.92    -3.19   -384.46    -18.01      3.01    4.6202   118960.7  3  0
2024  5 20  2 28  0   0     1.20     6.67    -3.99   -382.88    -17.11      0.47    4.6684   122351.7  3  0
2024  5 20  2 29  0   0    -0.24     6.05    -1.89   -385.52    -11.72      0.34    5.3577   127495.4  3  0
2024  5 20  2 30  0   0     0.49     6.56    -1.61   -384.95    -13.14     -2.93    5.3217   129820.2  3  0
2024  5 20  2 31  0   0    -0.49     6.33     1.30   -384.38    -14.57     -6.20    5.2857   132176.5  3  0
2024  5 20  2 32  0   0    -0.57     6.25     2.96   -383.81    -13.03     -9.47    5.2496   134532.8  3  0
2024  5 20  2 33  0   0    -0.32     6.56     1.91   -386.37    -14.04    -11.50    4.8808   135303.8  3  0
2024  5 20  2 34  0   0    -0.61     6.80     1.80   -388.94    -15.05    -13.54    4.5120   136077.1  3  0
2024  5 20  2 35  0   0     0.00     6.55     0.87   -390.01    -14.10     -8.92    4.5342   138027.8  3  0
2024  5 20  2 36  0   0    -0.27     6.64     1.21   -391.08    -12.80     -4.31    4.5564   139992.3  3  0
2024  5 20  2 37  0   0    -0.25     6.80     0.94   -392.17    -17.30     -2.69    4.7840   139026.1  3  0
2024  5 20  2 38  0   0    -0.78     6.71     0.40   -393.25    -12.50     -1.08    5.0116   138063.2  3  0
2024  5 20  2 39  0   0     0.05     6.70     0.12   -390.22    -11.97     -3.41    5.2126   128355.5  3  0
2024  5 20  2 40  0   0    -0.31     6.65     0.27   -393.85     -8.70     -6.33    4.9417   138981.8  3  0
2024  5 20  2 41  0   0     0.29     6.64     0.30   -397.47     -9.70     -9.26    4.6707   150030.5  3  0
2024  5 20  2 42  0   0    -0.06     6.88     1.50   -397.66    -13.55    -13.24    4.7874   142957.1  3  0
2024  5 20  2 43  0   0    -0.14     6.70     0.51   -397.84    -17.40    -17.22    4.9041   136054.4  3  0
2024  5 20  2 44  0   0     0.37     6.82    -0.17   -405.87    -14.73    -17.19    4.5146   145192.3  3  0
2024  5 20  2 45  0   0     0.23     6.85     1.21   -403.00    -16.13     -5.06    4.5363   156745.9  3  0
2024  5 20  2 46  0   0    -0.69     6.82     1.61   -400.13    -15.40      7.06    4.5580   168741.8  3  0
2024  5 20  2 47  0   0    -0.24     6.98     0.46   -399.34    -20.50      8.30    4.6496   153463.0  3  0
2024  5 20  2 48  0   0     0.40     6.99     0.25   -398.54    -21.97      9.54    4.7412   138909.0  3  0
2024  5 20  2 49  0   0     0.02     6.85    -0.03   -393.79    -21.94     10.82    4.9864   107297.5  3  0
2024  5 20  2 50  0   0     0.47     6.68    -1.72   -395.59    -16.42     15.04    4.7051   119588.5  3  0
2024  5 20  2 51  0   0     0.26     6.56    -0.96   -397.40    -17.00     17.94    4.4238   132545.9  3  0
2024  5 20  2 52  0   0     0.74     6.44    -0.81   -396.74    -16.70     14.77    4.6942   138920.4  3  0
2024  5 20  2 53  0   0     0.26     6.56    -1.43   -396.09    -15.70     17.24    4.9647   145444.6  3  0
2024  5 20  2 54  0   0    -0.55     5.66    -3.35   -389.72     -9.36      6.24    4.9855   137908.3  3  0
2024  5 20  2 55  0   0    -0.67     6.23     1.05   -385.82     -6.20     -8.80    5.0063   130672.6  3  0
2024  5 20  2 56  0   0    -0.14     4.96     3.97   -379.72     -9.00    -23.84    5.0271   123437.0  3  0
2024  5 20  2 57  0   0    -0.82     4.60    -1.96   -379.92      2.44    -26.52    5.2661    94951.5  3  0
2024  5 20  2 58  0   0    -1.26     5.29    -1.27   -379.37      1.62    -29.19    5.5050    73039.6  3  0
2024  5 20  2 59  0   0    -1.44     5.28     2.38   -377.72     -7.86    -28.21    5.5671    56184.3  3  0
2024  5 20  3  0  0   0    -1.21     3.17     0.55   -387.72     12.04    -24.24    5.2732    70111.0  3  0
2024  5 20  3  1  0   0    -1.51     2.01     2.44   -389.06     24.20    -20.29    4.9792    82346.0  3  0
2024  5 20  3  2  0   0    -1.69     2.18     2.72   -383.91     22.88    -23.86    5.1006    99817.0  3  0
2024  5 20  3  3  0   0    -2.04     2.20     4.32   -385.70      4.58    -27.43    5.2219   103025.2  3  0
2024  5 20  3  4  0   0    -2.33     3.73     5.16   -389.55      3.86    -31.01    5.3432    88740.6  3  0
2024  5 20  3  5  0   0    -2.33     4.40     5.05   -393.39     15.96    -24.96    5.0296   103875.1  3  0
2024  5 20  3  6  0   0    -1.69     2.76     5.14   -397.23     19.51    -18.93    4.7159   120200.6  3  0
2024  5 20  3  7  0   0    -2.18     1.55     5.50   -395.32     17.36    -13.05    5.1436   122773.0  3  0
2024  5 20  3  8  0   0    -1.84     3.48     3.54   -403.71      6.66     -7.15    5.5713   111420.0  3  0
2024  5 20  3  9  0   0    -2.19     3.17     3.80   -398.67      4.18     -8.02    5.6479   105958.0  3  0
2024  5 20  3 10  0   0    -2.72     4.06    -0.52   -399.00     10.10    -10.52    5.1312    87424.0  3  0
2024  5 20  3 11  0   0    -3.07     4.34     2.99   -379.00      3.75    -13.02    4.6144   100273.0  3  0
2024  5 20  3 12  0   0    -3.28     4.44     4.44   -376.02      0.36    -14.33    4.4721    90841.0  3  0
2024  5 20  3 13  0   0    -3.87     4.36     4.65   -386.02      1.49    -15.65    4.3297    83983.0  3  0
2024  5 20  3 14  0   0    -3.36     4.93     3.41   -385.41      0.80    -13.43    4.6580   109177.9  3  0
2024  5 20  3 15  0   0    -3.72     3.96     4.58   -382.49      4.04      7.51    4.8457    85143.0  3  0
2024  5 20  3 16  0   0    -3.20     2.74     5.40   -394.30     12.17     28.46    5.0333   101976.0  3  0
2024  5 20  3 17  0   0    -3.58     1.14     5.27   -399.14      9.80     21.62    5.1337   112758.0  3  0
2024  5 20  3 18  0   0    -3.80     1.90     4.93   -394.80      1.60     14.80    5.2342    97859.0  3  0
2024  5 20  3 19  0   0    -4.13     2.06     4.32   -394.50      3.60      1.63    6.1318    75276.2  3  0
2024  5 20  3 20  0   0    -4.29     1.24     4.39   -396.98      9.00      0.19    5.7114    69230.5  3  0
2024  5 20  3 21  0   0    -4.33     1.17     4.58   -398.32      8.50     -1.24    5.2910    89999.7  3  0
2024  5 20  3 22  0   0    -4.28     1.85     4.23   -399.66      7.80     -1.35    5.2238   115230.8  3  0
2024  5 20  3 23  0   0    -4.61     2.81     2.65   -398.19      8.40     -1.46    5.1566    88639.1  3  0
2024  5 20  3 24  0   0    -1.96     1.40     5.38   -399.02     28.50     -1.71    6.3775    95983.0  3  0
2024  5 20  3 25  0   0    -2.54     1.30     5.11   -398.91     32.40      3.04    6.1292   105653.0  3  0
2024  5 20  3 26  0   0    -3.06     3.05     4.81   -397.30     22.80      7.80    5.8808   112313.0  3  0
2024  5 20  3 27  0   0    -3.08     2.20     4.59   -400.19     15.80     -0.84    7.5371   116727.0  3  0
2024  5 20  3 28  0   0    -1.91     1.43     1.14   -407.76      8.00     -9.48    9.1933   147953.6  3  0
2024  5 20  3 29  0   0    -0.97     2.17    -0.51   -401.77      8.93    -12.74   10.5804   114433.0  3  0
2024  5 20  3 30  0   0    -0.48     1.36     3.55   -402.66     13.20    -10.44   10.7584    92529.0  3  0
2024  5 20  3 31  0   0    -0.42     1.14     2.77   -408.09     17.49     -8.16   10.9364   120287.7  3  0
2024  5 20  3 32  0   0    -0.35     1.63     3.06   -405.20     12.54     -8.61   10.7793    92529.0  3  0
2024  5 20  3 33  0   0    -1.66     1.39     4.23   -397.42     20.50     -9.07   10.6222    86528.0  3  0
2024  5 20  3 34  0   0    -1.12     1.29     2.05   -396.13      9.58     -7.24   11.6502    89817.0  3  0
2024  5 20  3 35  0   0    -1.51     1.24     1.40   -396.22     -3.33     -5.48   10.9559    89694.0  3  0
2024  5 20  3 36  0   0    -1.39     1.61     0.47   -396.31     -0.72     -3.71   10.2616    87244.0  3  0
2024  5 20  3 37  0   0    -1.78     2.52     0.72   -391.80     -1.57     -6.90    9.9965    97227.0  3  0
2024  5 20  3 38  0   0    -1.95     1.90     0.91   -387.28     -2.42    -10.09    9.7315   100690.0  3  0
2024  5 20  3 39  0   0    -2.32     2.34     1.07   -389.98     -3.28     -8.96   10.7112   121413.0  3  0
2024  5 20  3 40  0   0    -3.31     3.28     1.18   -390.33     -3.95    -10.74   10.7205   115765.0  3  0
2024  5 20  3 41  0   0    -2.35     2.28     1.15   -390.68      0.50    -12.53   10.7297   103038.0  3  0
2024  5 20  3 42  0   0    -0.05     1.06     1.26   -390.62      0.13    -11.59   10.3158    94644.0  3  0
2024  5 20  3 43  0   0    -3.95     3.59    -1.19   -390.56     -1.31    -10.65    9.9018   123037.2  3  0
2024  5 20  3 44  0   0    -3.86     3.56    -0.63   -396.01     -3.24    -11.70   10.3133   159948.4  3  0
2024  5 20  3 45  0   0    -3.91     3.62     0.49   -395.77      3.69    -10.52   10.5057   153043.8  3  0
2024  5 20  3 46  0   0    -4.19     3.51     0.73   -395.52      7.80     -9.35   10.6981   144144.2  3  0
2024  5 20  3 47  0   0    -4.53     3.58     0.50   -395.28      6.57     -8.19   10.8906   135244.6  3  0
2024  5 20  3 48  0   0    -4.61     3.75    -3.71   -375.32     -5.88     -0.60   11.0830   104034.3  2  1
2024  5 20  3 49  0   0    -4.46     3.84    -3.92   -372.90      4.73     -0.60   11.2754    80026.4  2  1
2024  5 20  3 50  0   0    -4.41     3.52    -4.45   -375.70      3.47     -0.70   11.4679    61558.7  2  1
2024  5 20  3 51  0   0    -4.49     3.38    -3.70   -394.29      7.70     -3.53   11.6603    48300.0  3  0
2024  5 20  3 52  0   0    -4.79     1.90    -4.18   -395.81      3.74     -3.88   11.1358    62790.0  3  0
2024  5 20  3 53  0   0    -3.65     2.34    -4.66   -397.33      4.97     -4.24   10.6112    81627.0  3  0
2024  5 20  3 54  0   0    -3.97     2.31    -3.36   -399.44      6.21    -13.98   13.1732   106115.1  3  0
2024  5 20  3 55  0   0    -4.24     2.56    -3.23   -399.00     11.03    -14.22   13.1930   128015.2  3  0
2024  5 20  3 56  0   0    -3.80     2.46    -3.72   -396.30      2.67    -14.46   13.2127   127483.2  3  0
2024  5 20  3 57  0   0    -4.33     2.67    -4.47   -389.70     -7.02    -14.69   13.2324   126951.3  3  0
2024  5 20  3 58  0   0    -4.12     2.93    -4.48   -369.70     -5.95    -21.00   13.2522    97654.8  2  1
2024  5 20  3 59  0   0    -4.53     2.57    -4.69   -366.99     -4.49    -27.30   13.2719   126951.3  2  1
2024  5 20  4  0  0   0    -4.55     2.50    -4.63   -368.08     -1.49    -33.10   13.2916   136775.0  2  1
2024  5 20  4  1  0   0    -4.46     2.33    -4.77   -369.15     -7.52      2.40   13.3113   105211.5  2  1
2024  5 20  4  2  0   0    -4.33     2.44    -4.81   -369.47    -10.81      1.40   13.3311    80932.0  2  1
2024  5 20  4  3  0   0    -4.46     1.97    -4.45   -368.85     -8.08     -9.60   13.3508    62255.3  2  1
2024  5 20  4  4  0   0    -4.33     1.52    -4.51   -369.16     -3.01     -4.90   13.3705    47888.7  2  1
