Propagated L1 Data for 2024-05-05 (Target: 14 Re) (GSM nT, km/s, cm^-3, K)
year mo dy hr mn sc msc Bx By Bz Ux Uy Uz rho T
#START
2024  5  5  1  4  0   0    -1.37    -1.86    -2.00   -346.20     15.58     -0.00   15.3707    27779.6
2024  5  5  1  6  0   0    -1.71    -2.43    -2.37   -344.05     16.11     -1.19   15.3100    29193.0
2024  5  5  1  7  0   0    -1.56    -2.63    -2.32   -344.23     16.64     -0.82   15.6716    22456.2
2024  5  5  1  8  0   0    -2.05    -2.43    -2.17   -345.50     16.99      0.55   15.8503    23057.7
2024  5  5  1  9  0   0    -2.23    -2.37    -2.25   -345.32     14.14      1.36   16.1100    23260.9
2024  5  5  1 10  0   0    -2.22    -2.62    -2.02   -344.78     11.30      2.17   16.1400    23726.0
2024  5  5  1 11  0   0    -1.86    -2.25    -2.32   -344.05     12.77      2.38   15.4500    24515.3
2024  5  5  1 12  0   0    -1.59    -2.28    -2.37   -343.32     14.23      2.58   15.5489    22125.4
2024  5  5  1 13  0   0    -1.86    -2.10    -1.74   -342.55     13.91      1.06   16.0300    24229.9
2024  5  5  1 14  0   0    -1.76    -2.08    -1.73   -341.78     13.58     -0.46   16.3700    26334.4
2024  5  5  1 15  0   0    -1.69    -2.23    -1.88   -341.25     14.95      0.85   16.9400    24998.1
2024  5  5  1 16  0   0    -1.42    -2.54    -1.20   -342.98     14.83      1.35   16.8700    21854.2
2024  5  5  1 17  0   0    -1.76    -2.14    -1.89   -344.72     14.71      1.86   16.2300    22347.6
2024  5  5  1 18  0   0    -1.82    -2.08    -2.30   -342.68     11.63     -0.61   16.2200    21557.1
2024  5  5  1 19  0   0    -2.56    -2.06    -1.94   -343.00      8.56     -1.28   16.0020    24365.7
2024  5  5  1 20  0   0    -2.69    -1.99    -1.87   -343.00     15.50      2.78   16.2830    24245.3
2024  5  5  1 21  0   0    -2.96    -1.85    -1.62   -343.70     15.60      2.45   16.1234    24232.4
2024  5  5  1 23  0   0    -1.57    -1.79    -1.96   -340.00     17.27      2.12   15.9700    23265.3
2024  5  5  1 24  0   0    -2.07    -1.97    -2.01   -341.30     16.30      0.32   16.3000    22837.5
2024  5  5  1 25  0   0    -2.43    -1.72    -2.00   -343.20     16.66      0.86   16.4177    24305.7
2024  5  5  1 26  0   0    -2.32    -1.87    -2.03   -343.20     16.74      0.02   15.4093    24998.3
2024  5  5  1 27  0   0    -1.84    -1.93    -1.76   -343.80     16.81      0.16   15.4833    24681.2
2024  5  5  1 28  0   0    -2.45    -2.22    -2.02   -343.40     14.40      0.31   16.8300    24364.0
2024  5  5  1 29  0   0    -3.33    -2.27    -1.33   -346.76      9.58      1.79   16.6600    21959.6
2024  5  5  1 30  0   0    -2.65    -2.46    -2.03   -348.21      6.08      1.11   16.7700    23618.0
2024  5  5  1 31  0   0    -2.45    -2.48    -1.99   -347.12      4.76     -3.23   16.1152    23378.2
2024  5  5  1 32  0   0    -2.58    -2.55    -2.01   -346.19      3.92     -1.62   16.1618    24617.9
