Combined L1 Data for 2024-05-03 (Despiked, Unpropagated) (GSM nT, km/s, cm^-3, K)
year  mo  dy  hr  mn  sc msc Bx By Bz Ux Uy Uz rho T nSat satUsed
2024  5  3  0 33  0   0    -7.83    -5.78     4.12   -473.05      7.52     37.49   13.5800    90698.5  2  1
2024  5  3  0 34  0   0    -6.91    -8.14     2.79   -465.11    -11.59     29.69   13.3200    82572.9  2  1
2024  5  3  0 35  0   0    -6.28    -7.69     2.95   -462.96    -12.98     28.10   14.4200    84415.0  2  1
2024  5  3  0 36  0   0    -5.49    -6.32     5.00   -460.81    -14.36     26.50   15.7600    86257.1  2  1
2024  5  3  0 37  0   0    -5.30    -7.60     4.04   -458.65    -15.74     24.91   15.6500    88099.1  2  1
2024  5  3  0 38  0   0    -5.67    -7.32     3.96   -458.64    -13.92     27.30   13.8700    89948.7  2  1
2024  5  3  0 39  0   0    -5.28    -6.73     4.87   -458.62    -12.09     29.69   13.8800    91798.3  2  1
2024  5  3  0 40  0   0    -5.28    -7.86     3.33   -458.61    -10.27     32.07   14.2500    93647.9  2  1
2024  5  3  0 41  0   0    -4.78    -9.25     1.78   -458.59     -8.44     34.46   14.0600    95497.5  2  1
2024  5  3  0 42  0   0    -2.79    -9.43     3.07   -449.84     -8.62     24.24   14.5500    87372.7  2  1
2024  5  3  0 43  0   0    -2.19   -10.29     0.43   -444.12     -5.07     30.37   13.9500    89957.7  2  1
2024  5  3  0 44  0   0    -3.23   -10.38     0.70   -445.40    -10.77     28.08   14.3200   101000.6  2  1
2024  5  3  0 45  0   0    -2.42   -10.43     0.57   -442.12    -19.55     33.83   14.4700    94993.4  2  1
2024  5  3  0 46  0   0    -2.10   -10.45     1.55   -438.23    -13.40     29.92   14.2200    89432.6  2  1
2024  5  3  0 47  0   0    -2.96   -10.30     1.24   -443.49     -7.00     32.16   14.4300    91986.9  2  1
2024  5  3  0 48  0   0    -2.37    -9.91     3.75   -443.02     -6.66     25.39   14.5400    94411.1  2  1
2024  5  3  0 49  0   0    -2.75   -10.43     0.46   -442.55     -6.32     18.63   14.6500    96835.3  2  1
2024  5  3  0 50  0   0    -3.20   -10.52    -0.20   -443.90    -13.02     17.30   15.5000    92402.4  2  1
2024  5  3  0 51  0   0    -2.88   -10.57    -1.08   -439.64     -9.51     18.05   15.1400    84437.6  2  1
2024  5  3  0 52  0   0    -2.04   -10.52    -1.96   -436.53     -4.40     19.17   15.0700    98087.8  2  1
2024  5  3  0 53  0   0    -1.54   -10.61    -0.83   -437.52    -27.00     20.14   15.6100    79570.6  2  1
2024  5  3  0 54  0   0    -2.00   -10.66     0.41   -440.41    -22.45     32.05   15.5900    97445.7  2  1
2024  5  3  0 55  0   0    -2.18   -10.48    -0.38   -442.55    -16.34     33.37   15.5600    95293.5  2  1
2024  5  3  0 56  0   0    -2.43    -9.20    -1.88   -444.01    -13.39     31.56   17.8600    97455.6  2  1
2024  5  3  0 57  0   0    -3.04    -9.68    -0.55   -445.48    -10.43     29.75   16.0300    99617.6  2  1
2024  5  3  0 58  0   0    -2.90    -9.57    -1.08   -444.21    -18.59     21.40   16.5200   103197.0  2  1
2024  5  3  0 59  0   0    -3.00    -9.91    -0.15   -441.80    -17.35     20.92   14.2400    98782.6  2  1
2024  5  3  1  0  0   0    -2.84   -10.21    -0.39   -439.39    -16.10     20.44   14.6800    94368.3  2  1
2024  5  3  1  1  0   0    -2.65    -9.75    -1.42   -436.73    -12.28     21.17   14.2000    99871.7  2  1
2024  5  3  1  2  0   0    -2.60    -9.03    -2.08   -434.81     -0.98     18.19   14.3200    96776.9  2  1
2024  5  3  1  3  0   0    -2.38    -9.68    -1.20   -427.98      5.53     19.72   13.2600   113950.4  2  1
2024  5  3  1  4  0   0    -2.82    -9.47    -0.81   -431.26     -8.17     20.15   13.7900   129238.1  2  1
2024  5  3  1  5  0   0    -3.42    -9.62    -0.59   -433.43      1.08     18.90   13.7600   136322.9  2  1
2024  5  3  1  6  0   0    -3.72    -9.97    -0.40   -441.20    -12.23     28.71   13.4000   127870.2  2  1
2024  5  3  1  7  0   0    -4.47    -9.61    -0.93   -446.63    -20.23     19.53   13.5400   134509.7  2  1
2024  5  3  1  8  0   0    -4.86    -9.66    -1.14   -455.45    -10.32     18.80   12.7800   103469.0  2  1
2024  5  3  1  9  0   0    -4.05   -10.04    -1.79   -452.64     -7.98     24.12   12.9500   127611.1  2  1
2024  5  3  1 10  0   0    -4.13    -9.24    -1.71   -448.49     -3.09     22.83   13.0100   122191.5  2  1
2024  5  3  1 11  0   0    -4.29    -8.75    -1.13   -445.62    -14.31     23.22   13.8800   140538.6  2  1
2024  5  3  1 12  0   0    -4.42    -8.18    -0.68   -444.55    -11.67     22.00   14.8300   137918.6  2  1
2024  5  3  1 13  0   0    -4.14    -8.19    -0.87   -443.49     -9.03     20.78   15.3600   135298.7  2  1
2024  5  3  1 14  0   0    -4.34    -8.50    -0.34   -444.07     -0.44     25.13   15.1300   131725.3  2  1
2024  5  3  1 15  0   0    -2.91    -9.21    -1.56   -444.93      2.76     25.91   13.0800   123697.7  2  1
2024  5  3  1 16  0   0    -1.05    -9.54    -4.16   -445.37    -13.33     12.57   12.5200   103177.2  2  1
2024  5  3  1 17  0   0    -1.79    -9.62    -3.68   -437.39     10.74     17.39   12.7400   116509.0  2  1
2024  5  3  1 18  0   0    -1.75    -9.37    -3.82   -439.11     11.77     20.47   12.4400   124522.9  2  1
2024  5  3  1 19  0   0    -2.58    -9.47    -2.59   -443.60     11.78     20.53   12.0500   125734.3  2  1
2024  5  3  1 20  0   0    -2.46    -9.05    -1.42   -450.91     -2.12     21.90   11.8500   120931.3  2  1
2024  5  3  1 21  0   0    -2.35    -8.36    -0.66   -451.17      6.98     31.60   12.3800   153091.8  2  1
2024  5  3  1 22  0   0    -2.81    -7.96    -2.49   -453.78     17.09     25.90   13.8100   162934.9  2  1
2024  5  3  1 23  0   0    -0.80    -9.23    -1.49   -444.81     10.46     23.88   13.6600   125334.5  2  1
2024  5  3  1 24  0   0    -0.30    -9.47    -2.75   -431.48     -1.71     22.20   13.4600   123048.7  2  1
2024  5  3  1 25  0   0    -0.17    -9.47    -2.79   -438.18     -7.65     19.75   13.6300   119842.5  2  1
2024  5  3  1 26  0   0     0.10    -9.97    -2.96   -438.85      0.18     22.60   13.1700   132860.5  2  1
2024  5  3  1 27  0   0    -0.36    -9.71    -3.75   -435.17     10.10     11.10   12.5400   106853.2  2  1
2024  5  3  1 28  0   0    -0.21    -9.91    -2.52   -435.96      4.41     19.38   12.2900   115996.2  2  1
2024  5  3  1 29  0   0    -0.17   -10.10    -3.54   -436.76     -1.28     27.65   13.1500   125139.3  2  1
2024  5  3  1 30  0   0     0.19    -9.63    -4.47   -437.79     -7.25     18.47   12.7700   105920.3  2  1
2024  5  3  1 31  0   0    -0.60    -8.88    -5.34   -436.93      4.09     24.08   13.2400   126246.1  2  1
2024  5  3  1 32  0   0    -1.31    -9.42    -4.81   -435.22      3.99     25.37   13.3100   126252.7  2  1
2024  5  3  1 33  0   0    -0.78    -9.62    -4.08   -433.51      3.88     26.66   13.7300   126259.3  2  1
2024  5  3  1 34  0   0    -3.79    -7.91    -3.78   -436.93      6.43     18.78   14.4100   110515.9  2  1
2024  5  3  1 35  0   0    -3.04    -8.27    -4.81   -437.11     14.45     16.65   14.1000   119305.4  2  1
2024  5  3  1 36  0   0    -2.57    -7.64    -4.61   -438.20     26.47     10.30   14.2600    95755.7  2  1
2024  5  3  1 37  0   0    -2.41    -8.02    -5.08   -440.40     26.43      8.87   13.3200   108161.7  2  1
2024  5  3  1 38  0   0    -2.74    -8.32    -4.07   -436.71      0.17     18.92   13.6700   103993.9  2  1
2024  5  3  1 39  0   0    -2.63    -8.49    -3.83   -434.90     10.06     17.85   13.4400   115172.3  2  1
2024  5  3  1 40  0   0    -2.06    -8.38    -4.66   -432.98     21.03     15.92   13.0600    95517.4  2  1
2024  5  3  1 41  0   0    -1.76    -8.37    -4.77   -428.75     23.17     19.65   12.6900   106989.2  2  1
2024  5  3  1 42  0   0    -1.69    -8.29    -4.96   -429.08     18.69     17.21   12.8400   106523.0  2  1
2024  5  3  1 43  0   0    -2.52    -7.65    -4.51   -434.83     19.59     20.13   13.0600    94448.8  2  1
2024  5  3  1 44  0   0    -3.33    -7.43    -3.90   -435.28     21.76     23.04   14.1800    82888.3  2  1
2024  5  3  1 45  0   0    -3.75    -7.03    -3.42   -435.73     23.94     25.95   13.0200    71327.9  2  1
2024  5  3  1 46  0   0    -4.71    -5.30    -2.00   -444.46     23.56     17.94   12.2700    92726.3  2  1
2024  5  3  1 47  0   0    -3.51    -5.50    -2.10   -453.27     12.81     19.48   10.3900   120544.2  2  1
2024  5  3  1 48  0   0    -2.44    -6.10    -2.08   -449.41      7.64     22.36   10.6700   102807.3  2  1
2024  5  3  1 49  0   0    -2.11    -6.43    -2.27   -431.63      8.63     23.73   11.2500    79082.5  2  1
2024  5  3  1 50  0   0    -3.21    -5.60    -1.47   -441.26     21.29     23.52   11.0000    88809.8  2  1
2024  5  3  1 51  0   0    -2.52    -4.82    -0.84   -459.00     -0.72     27.15   11.1900    68315.2  2  1
2024  5  3  1 52  0   0    -3.04    -4.85    -0.91   -469.00     -4.93     33.07   10.1600    77985.3  2  1
2024  5  3  1 53  0   0    -3.19    -4.50    -1.01   -473.39      6.45     26.20   10.0600    64046.8  2  1
2024  5  3  1 54  0   0    -2.94    -4.54    -1.38   -488.56     19.64     36.25   11.0000    83260.8  2  1
2024  5  3  1 55  0   0    -3.25    -4.11    -0.62   -482.02      9.97     35.50    9.9000    79093.3  2  1
2024  5  3  1 56  0   0    -2.84    -4.05    -0.80   -486.44     -1.12     29.41    9.9900    73745.3  2  1
2024  5  3  1 57  0   0    -2.52    -3.86    -1.09   -489.97     10.38     36.22   10.0200    92103.1  2  1
2024  5  3  1 58  0   0    -2.65    -3.66    -0.64   -488.20     18.36     39.13   10.3400    78378.3  2  1
2024  5  3  1 59  0   0    -2.28    -4.23    -1.20   -488.19     18.00     38.17   10.0100    66749.8  2  1
2024  5  3  2  0  0   0    -2.19    -4.21    -1.25   -487.08     10.18     35.22   10.0900    65256.5  2  1
2024  5  3  2  1  0   0    -2.08    -4.22    -1.11   -485.97      2.36     32.26   10.1600    63763.3  2  1
2024  5  3  2  2  0   0    -1.57    -4.31    -1.28   -487.58     11.27     38.52    9.8300    71432.1  2  1
2024  5  3  2  3  0   0    -1.51    -4.39    -1.30   -483.37     12.24     32.71   10.0900    60422.2  2  1
2024  5  3  2  4  0   0    -1.54    -4.31    -1.29   -482.18     19.12     35.03   10.1000    62315.4  2  1
2024  5  3  2  5  0   0    -1.54    -4.22    -1.22   -483.45     18.61     35.04   10.1300    62722.0  2  1
2024  5  3  2  6  0   0    -1.42    -4.05    -1.37   -484.72     18.09     35.04   10.0000    63128.7  2  1
2024  5  3  2  7  0   0    -1.27    -4.08    -1.40   -482.60     18.37     32.79    9.8300    63466.2  2  1
2024  5  3  2  8  0   0    -1.36    -3.96    -1.35   -484.94     15.23     35.83    9.5900    61202.6  2  1
2024  5  3  2  9  0   0    -1.41    -3.96    -1.22   -489.66      4.99     33.18    9.8300    50328.8  2  1
2024  5  3  2 10  0   0    -1.25    -3.75    -1.27   -490.12      5.61     34.32    9.6800    52349.3  2  1
2024  5  3  2 11  0   0    -1.20    -3.49    -1.30   -486.72      8.60     35.46    9.4600    53270.9  2  1
2024  5  3  2 12  0   0    -1.38    -3.50    -1.16   -490.44     13.33     35.50    9.5300    59382.8  2  1
2024  5  3  2 13  0   0    -1.50    -3.50    -1.11   -490.36     13.94     35.98    7.3308    55620.4  2  1
2024  5  3  2 14  0   0    -1.34    -3.42    -1.07   -489.18      4.00     34.35    5.6391    55582.9  2  1
2024  5  3  2 15  0   0    -1.42    -3.34    -1.05   -486.60      8.75     32.68    5.3060    58970.9  2  1
2024  5  3  2 16  0   0    -1.68    -3.54    -1.06   -488.35     11.62     34.04    5.0391    56442.0  2  1
2024  5  3  2 17  0   0    -1.56    -3.35    -0.90   -490.09     14.49     35.40    4.7721    53913.1  2  1
2024  5  3  2 18  0   0    -1.68    -3.40    -0.97   -489.20     15.36     33.66    4.8304    58845.7  2  1
2024  5  3  2 19  0   0    -1.67    -3.58    -0.89   -490.88      3.56     33.55    4.7499    59213.4  2  1
2024  5  3  2 20  0   0    -1.77    -3.48    -0.90   -489.76      7.77     32.42    4.9661    57294.9  2  1
2024  5  3  2 21  0   0    -1.88    -3.58    -0.76   -490.46     15.36     35.73    4.7670    53210.7  2  1
2024  5  3  2 22  0   0    -1.78    -3.62    -0.76   -491.20     13.14     35.00    4.8512    49254.8  2  1
2024  5  3  2 23  0   0    -1.65    -3.21    -0.63   -492.15      3.17     34.37    4.5230    56565.6  2  1
2024  5  3  2 24  0   0    -1.39    -2.60    -0.38   -493.40      8.86     34.59    4.8920    55208.0  2  1
2024  5  3  2 25  0   0    -1.48    -2.71    -0.49   -492.58     18.04     35.48    4.7632    56521.4  2  1
2024  5  3  2 26  0   0    -1.46    -2.82    -0.49   -490.77     16.27     32.73    4.7716    57905.6  2  1
2024  5  3  2 27  0   0    -1.59    -3.00    -0.54   -493.25      6.18     33.94    4.6308    56784.9  2  1
2024  5  3  2 28  0   0    -1.85    -2.88    -0.35   -494.16      6.26     33.30    4.8316    49398.8  2  1
2024  5  3  2 29  0   0    -1.90    -2.88    -0.27   -497.18     18.14     36.48    4.2658    51165.5  2  1
2024  5  3  2 30  0   0    -1.71    -2.84    -0.41   -496.32     16.01     35.40    4.6997    47971.4  2  1
2024  5  3  2 31  0   0    -2.00    -3.13    -0.27   -500.28      1.06     34.83    4.1687    46646.8  2  1
2024  5  3  2 32  0   0    -1.90    -3.08    -0.35   -499.95      1.96     34.82    4.3018    43917.6  2  1
2024  5  3  2 33  0   0    -2.32    -2.97    -0.04   -499.61      2.87     34.81    4.4349    41188.3  2  1
2024  5  3  2 34  0   0    -2.40    -2.66     0.16   -498.08      8.65     35.98    4.2849    49071.1  2  1
2024  5  3  2 35  0   0    -2.48    -2.52     0.28   -497.78     13.73     36.38    4.6267    47799.0  2  1
2024  5  3  2 36  0   0    -2.45    -2.62     0.15   -494.84     15.84     37.04    4.6643    50612.0  2  1
2024  5  3  2 37  0   0    -2.47    -2.61    -0.01   -495.52      3.50     34.39    4.7019    45617.2  2  1
2024  5  3  2 38  0   0    -2.56    -2.27     0.20   -494.80     11.95     35.48    4.5198    52285.8  2  1
2024  5  3  2 39  0   0    -2.83    -2.48     0.28   -494.07     20.39     36.57    4.3376    58954.3  2  1
2024  5  3  2 40  0   0    -2.65    -2.56     0.57   -494.43     22.96     35.88    4.4543    48635.1  2  1
2024  5  3  2 41  0   0    -2.98    -1.83     0.76   -494.28      9.38     35.49    4.3376    54622.7  2  1
2024  5  3  2 42  0   0    -3.09    -1.42     1.03   -493.84     16.42     36.02    4.2745    49728.2  2  1
2024  5  3  2 43  0   0    -3.00    -1.37     1.09   -491.07     25.25     37.44    4.2504    57059.5  2  1
2024  5  3  2 44  0   0    -2.98    -1.28     1.09   -492.18     24.24     37.15    4.3659    53222.8  2  1
2024  5  3  2 45  0   0    -3.20    -1.20     1.14   -490.98     15.43     36.06    4.0526    56163.8  2  1
2024  5  3  2 46  0   0    -3.35    -1.43     1.19   -492.65     18.86     36.93    3.7814    54073.1  2  1
2024  5  3  2 47  0   0    -3.25    -1.67     1.42   -491.69     23.98     37.65    3.8773    55082.8  2  1
2024  5  3  2 48  0   0    -3.56    -1.43     1.54   -489.85     26.08     37.05    4.0554    58020.8  2  1
2024  5  3  2 49  0   0    -4.08    -0.46     1.34   -488.00     28.17     36.46    4.2335    60958.8  2  1
2024  5  3  2 50  0   0    -4.16    -0.40     1.72   -490.09     15.42     36.42    4.0655    64491.9  2  1
2024  5  3  2 51  0   0    -4.04     0.02     2.14   -487.15      8.53     34.23    4.2396    65972.6  2  1
2024  5  3  2 52  0   0    -3.88     0.12     2.06   -488.98     16.52     35.69    4.4051    61820.7  2  1
2024  5  3  2 53  0   0    -3.94     0.33     2.15   -486.90     16.21     36.51    4.4204    62557.8  2  1
2024  5  3  2 54  0   0    -3.89     0.35     2.12   -493.18     16.85     35.81    4.0614    67208.7  2  1
2024  5  3  2 55  0   0    -3.99     0.41     2.10   -488.74      5.24     35.92    3.7024    51699.0  2  1
2024  5  3  2 56  0   0    -4.09     0.45     2.13   -485.68      8.50     35.86    3.5340    47646.4  2  1
2024  5  3  2 57  0   0    -4.13     0.29     2.16   -487.16     19.29     36.47    3.8195    54262.1  2  1
2024  5  3  2 58  0   0    -3.96     0.13     2.14   -485.71     22.63     36.69    3.5078    53737.1  2  1
2024  5  3  2 59  0   0    -4.07     0.47     2.23   -484.97      2.49     34.13    3.6019    42931.1  2  1
2024  5  3  3  0  0   0    -4.16     0.95     2.27   -481.83     16.75     35.73    4.0422    39120.3  2  1
2024  5  3  3  1  0   0    -4.30     0.70     2.31   -481.08     18.71     35.09    4.0596    41264.2  2  1
2024  5  3  3  2  0   0    -4.26     0.17     2.30   -478.39     23.69     34.08    4.3277    44021.6  2  1
2024  5  3  3  3  0   0    -4.25     0.28     2.34   -477.19     15.48     33.87    4.1486    45440.1  2  1
2024  5  3  3  4  0   0    -4.29     0.19     2.33   -478.16     15.29     34.49    4.0271    44151.8  2  1
2024  5  3  3  5  0   0    -4.33     0.07     2.39   -479.14     15.11     35.11    3.9056    42863.4  2  1
2024  5  3  3  6  0   0    -4.37    -0.14     2.27   -481.68     18.64     33.86    3.7282    41149.2  2  1
2024  5  3  3  7  0   0    -4.30    -0.15     2.27   -479.37     22.23     35.03    3.6983    38358.2  2  1
2024  5  3  3  8  0   0    -4.27    -0.02     2.31   -477.88      9.35     33.80    3.9327    38573.9  2  1
2024  5  3  3  9  0   0    -4.36    -0.76     2.40   -479.55     14.82     33.92    3.6185    38094.5  2  1
2024  5  3  3 10  0   0    -4.33    -0.78     2.42   -478.80     18.47     33.59    3.5407    42798.1  2  1
2024  5  3  3 11  0   0    -4.31    -0.35     2.49   -478.72     19.07     33.31    3.5188    39836.1  2  1
2024  5  3  3 12  0   0    -4.32    -0.61     2.24   -478.64     19.67     33.02    3.4969    36874.1  2  1
2024  5  3  3 13  0   0    -4.33    -0.64     2.26   -479.23      8.30     31.50    3.4750    42594.6  2  1
2024  5  3  3 14  0   0    -4.29    -0.77     2.17   -475.62     21.13     32.05    3.3714    39466.4  2  1
2024  5  3  3 15  0   0    -4.26    -0.97     2.14   -478.27     19.82     32.44    3.2097    38285.2  2  1
2024  5  3  3 16  0   0    -4.24    -0.90     2.12   -481.09     15.02     31.16    3.3373    39159.6  2  1
2024  5  3  3 17  0   0    -4.24    -0.75     2.35   -482.42      4.32     28.52    3.4649    40884.8  2  1
2024  5  3  3 18  0   0    -4.35    -0.73     2.33   -479.37      5.96     33.87    2.9204    31449.8  2  1
2024  5  3  3 19  0   0    -4.37    -0.72     2.29   -480.21     20.07     34.32    3.3067    38144.4  2  1
2024  5  3  3 20  0   0    -4.43    -0.65     2.20   -479.94     14.54     33.94    3.2229    34904.7  2  1
2024  5  3  3 21  0   0    -4.34    -0.51     2.29   -479.67      9.01     33.55    3.1392    31665.1  2  1
2024  5  3  3 22  0   0    -4.45    -0.46     2.16   -479.99      5.40     31.05    3.0554    36928.8  2  1
2024  5  3  3 23  0   0    -4.43    -0.48     2.08   -479.04     12.51     33.85    3.1767    34207.9  2  1
2024  5  3  3 24  0   0    -4.39    -0.30     1.99   -482.72     18.61     29.44    3.4997    40602.6  2  1
2024  5  3  3 25  0   0    -4.43    -0.55     1.83   -479.27      9.79     34.12    3.1908    38770.6  2  1
2024  5  3  3 26  0   0    -4.38    -0.45     1.96   -480.57      1.64     31.20    3.5429    46759.7  2  1
2024  5  3  3 27  0   0    -4.37    -0.10     1.95   -481.02      7.03     34.79    3.0090    38923.5  2  1
2024  5  3  3 28  0   0    -4.52    -0.47     1.99   -481.51     13.23     32.51    3.1283    36426.8  2  1
2024  5  3  3 29  0   0    -4.48    -0.61     1.96   -481.74     24.19     32.73    3.0153    34621.1  2  1
2024  5  3  3 30  0   0    -4.44    -0.59     2.00   -482.78     11.87     32.15    3.1058    37700.2  2  1
2024  5  3  3 31  0   0    -4.44    -0.52     1.91   -482.36     12.51     31.78    3.1900    34186.7  2  1
2024  5  3  3 32  0   0    -4.33    -0.33     2.00   -482.99     13.94     32.90    3.5101    44442.7  2  1
2024  5  3  3 33  0   0    -4.32    -0.37     1.93   -484.54     18.61     34.65    3.2288    54459.5  2  1
2024  5  3  3 34  0   0    -4.39    -0.24     1.90   -486.33     -2.80     30.29    3.5239    42845.1  2  1
2024  5  3  3 35  0   0    -4.40    -0.26     1.89   -484.21      1.73     30.75    3.4331    44359.7  2  1
2024  5  3  3 36  0   0    -4.36    -0.34     1.89   -485.32      2.84     30.74    3.4780    46480.8  2  1
2024  5  3  3 37  0   0    -4.36    -0.40     1.83   -486.44      3.95     30.74    3.5229    48602.0  2  1
2024  5  3  3 38  0   0    -4.53    -0.95     1.67   -483.88     14.61     33.92    3.5501    51750.0  2  1
2024  5  3  3 39  0   0    -4.53    -0.87     1.64   -486.92     12.93     31.36    3.2445    41948.7  2  1
2024  5  3  3 40  0   0    -4.50    -0.86     1.66   -483.93      0.50     32.99    2.9388    35409.5  2  1
2024  5  3  3 41  0   0    -4.42    -0.86     1.69   -483.63      9.37     32.50    3.2295    43810.3  2  1
2024  5  3  3 42  0   0    -4.29    -0.84     1.83   -483.79     18.01     29.74    3.0351    40526.5  2  1
2024  5  3  3 43  0   0    -4.27    -0.82     1.90   -479.83     12.84     30.54    3.2887    42915.4  2  1
2024  5  3  3 44  0   0    -4.27    -0.80     1.77   -480.88     15.52     32.17    3.0623    40536.6  2  1
2024  5  3  3 45  0   0    -4.33    -0.88     1.73   -481.93     18.19     33.81    2.8358    38157.9  2  1
2024  5  3  3 46  0   0    -4.29    -0.91     1.71   -483.37     20.17     32.04    3.2329    41309.2  2  1
2024  5  3  3 47  0   0    -4.27    -1.03     1.70   -481.29     19.28     31.66    2.9125    34625.8  2  1
2024  5  3  3 48  0   0    -4.34    -1.02     1.58   -484.13      6.75     32.26    3.0667    39070.8  2  1
2024  5  3  3 49  0   0    -4.27    -1.00     1.59   -482.23     15.24     33.35    3.2014    42987.3  2  1
2024  5  3  3 50  0   0    -4.27    -0.96     1.62   -483.01     18.85     33.21    3.2113    45693.6  2  1
2024  5  3  3 51  0   0    -4.27    -0.85     1.61   -480.96     11.41     33.45    3.1279    40704.7  2  1
2024  5  3  3 52  0   0    -4.17    -0.80     1.57   -481.74      6.57     32.47    3.2339    43416.4  2  1
2024  5  3  3 53  0   0    -4.03    -0.71     1.37   -482.51      1.73     31.50    3.3400    46128.2  2  1
2024  5  3  3 54  0   0    -3.92    -0.83     1.31   -482.37      6.82     31.52    3.3294    43242.7  2  1
2024  5  3  3 55  0   0    -3.90    -0.82     1.29   -481.52     10.24     31.38    3.4511    44750.1  2  1
2024  5  3  3 56  0   0    -3.88    -0.72     1.26   -481.57     13.43     33.59    3.3424    48370.1  2  1
2024  5  3  3 57  0   0    -3.84    -0.75     1.29   -485.09      0.46     28.42    3.1898    56661.1  2  1
2024  5  3  3 58  0   0    -3.87    -0.84     1.23   -481.47      2.63     31.64    3.4118    52026.0  2  1
2024  5  3  3 59  0   0    -3.83    -0.92     1.21   -483.46      1.70     29.56    3.0935    44591.9  2  1
2024  5  3  4  0  0   0    -3.81    -0.83     1.21   -482.34      9.74     31.47    3.1861    37127.2  2  1
2024  5  3  4  1  0   0    -3.75    -0.77     1.23   -478.99     14.43     31.39    3.1918    42279.9  2  1
2024  5  3  4  2  0   0    -3.70    -0.74     1.18   -484.66     -0.16     27.08    3.1975    40404.0  2  1
