Propagated L1 Data for 2024-05-15 (Target: 32 Re) (GSM nT, km/s, cm^-3, K)
year mo dy hr mn sc msc Bx By Bz Ux Uy Uz rho T
#START
2024  5 15  0 39  0   0    -1.41     0.56     3.10   -535.48     -8.29     -5.89    1.1084   444479.0
2024  5 15  0 40  0   0    -1.80     1.24     2.55   -543.32     -9.62    -14.90    1.0860   478305.0
2024  5 15  0 41  0   0    -1.58     1.77     2.60   -539.84    -10.96    -23.92    1.0635   439713.0
2024  5 15  0 42  0   0    -1.58     2.01     2.43   -539.54    -11.48    -20.72    1.0719   435351.0
2024  5 15  0 43  0   0    -1.74     2.03     2.27   -531.96    -12.00    -17.52    1.0803   440253.0
2024  5 15  0 44  0   0    -2.17     1.82     1.93   -541.14    -12.44     -5.83    1.0782   569573.0
2024  5 15  0 46  0   0    -2.14     1.69     1.83   -525.33    -17.47      5.02    1.0645   479126.0
2024  5 15  0 47  0   0    -2.25     1.97     1.74   -528.46    -22.49     15.88    1.0508   511945.0
2024  5 15  0 48  0   0    -1.97     2.38     1.16   -526.63    -17.61     14.40    1.0790   522623.0
2024  5 15  0 49  0   0    -2.51     2.40     2.01   -532.31    -12.15      2.71    1.0912   544255.0
2024  5 15  0 50  0   0    -2.20     1.97     2.33   -542.31    -11.58     -7.50    1.0752   612138.0
2024  5 15  0 51  0   0    -2.08     2.06     1.93   -530.44    -11.01    -17.70    1.0593   595250.0
2024  5 15  0 53  0   0    -2.12     1.53     1.77   -527.47     -6.67    -10.62    1.0811   506957.0
2024  5 15  0 54  0   0    -2.24     1.71     1.76   -539.09     -2.70    -18.92    1.1743   547334.1
2024  5 15  0 55  0   0    -2.00     1.83     1.99   -538.59     -7.78    -12.76    1.1725   468796.0
2024  5 15  0 56  0   0    -1.91     1.78     1.80   -531.26    -12.85     -6.60    1.1707   490832.0
2024  5 15  0 57  0   0    -1.84     1.95     1.46   -551.26     34.76    -41.09    1.1892   493422.0
2024  5 15  0 58  0   0    -1.75     2.01     1.05   -551.40     27.86    -41.04    1.0865   533391.0
2024  5 15  0 59  0   0    -1.39     1.72     0.29   -548.00     20.96    -40.98    0.9839   570225.0
2024  5 15  1  0  0   0    -1.12     2.46     0.67   -544.59     14.06    -40.93    0.8812   501321.0
2024  5 15  1  2  0   0    -1.53     2.41     0.01   -538.60     21.97    -41.34    1.0077   518093.0
2024  5 15  1  3  0   0    -1.66     2.61    -0.19   -537.60     29.87    -41.74    1.1342   496821.0
2024  5 15  1  4  0   0    -1.67     2.66     0.37   -538.51      6.41     47.25    1.0859   526740.0
2024  5 15  1  5  0   0    -1.98     2.78     0.78   -537.26     23.57     18.39    1.0651   479373.0
2024  5 15  1  6  0   0    -2.07     2.72     0.30   -536.01     40.72     22.60    1.0443   477068.0
2024  5 15  1  8  0   0    -2.13     2.54    -0.14   -527.47     47.41     28.25    1.0801   496989.0
2024  5 15  1  9  0   0    -1.72     2.67    -0.18   -531.67     39.67     49.08    1.0555   472235.0
2024  5 15  1 10  0   0    -1.74     0.78     2.49   -541.67     25.23     31.51    0.9951   481212.0
2024  5 15  1 12  0   0    -2.39     1.08     2.23   -517.58      8.63      9.84    1.0498   494159.0
2024  5 15  1 13  0   0    -2.52     1.40     1.68   -538.68     45.08     18.22    1.1158   495268.0
2024  5 15  1 15  0   0    -2.00     1.32     0.41   -528.83     25.70     27.46    1.0690   490277.0
2024  5 15  1 16  0   0    -2.40     1.65     0.83   -518.99      6.33     18.37    1.0222   495393.0
2024  5 15  1 17  0   0    -2.25     2.21     0.17   -519.34      7.32     22.69    1.0873   491640.0
2024  5 15  1 18  0   0    -1.69     2.37     1.95   -534.55      9.30     21.77    1.2175   471296.0
2024  5 15  1 19  0   0    -1.99     2.65     2.23   -538.30     16.09     20.96    1.1369   525393.0
2024  5 15  1 20  0   0    -1.88     2.86     1.49   -542.05     22.88     20.15    1.0564   478212.0
2024  5 15  1 21  0   0    -2.48     2.16     1.31   -540.55     21.94     20.83    1.0696   606846.0
2024  5 15  1 22  0   0    -1.66     1.93     1.36   -539.66     19.49     19.85    1.1190   466804.6
