Produced from DSCOVR NOAA NGDC NetCDF (nT, km/s, cm^-3, K)
year  mo  dy  hr  mn  sc msc Bx By Bz Ux Uy Uz rho T
#START
2024  5 26  0  0  0   0    -5.22    -0.84    -2.08   -405.40     12.20      2.00    1.4800    65154.0
2024  5 26  0  1  0   0    -4.90    -0.22    -2.94   -403.20     12.10      2.10    1.5900    67928.0
2024  5 26  0  2  0   0    -5.67    -1.89    -0.23   -402.40     12.10      1.90    1.1300    53936.0
2024  5 26  0  3  0   0    -5.56    -2.29    -0.74   -399.90     12.00      2.00    1.2300    48965.0
2024  5 26  0  4  0   0    -5.65    -2.09    -0.63   -402.80     12.10      2.10    1.2300    58287.0
2024  5 26  0  5  0   0    -5.70    -2.12    -0.46   -397.50     11.90      2.00    1.0900    33984.0
2024  5 26  0  6  0   0    -5.69    -2.19    -0.17   -399.30     12.00      1.90    1.1300    43137.0
2024  5 26  0  7  0   0    -5.71    -2.19    -0.05   -400.40     12.00      2.00    1.2300    46810.0
2024  5 26  0  8  0   0    -5.70    -1.57    -1.07   -405.10     12.10      1.90    1.5400    67880.0
2024  5 26  0  9  0   0    -5.84    -1.51    -0.65   -406.60     12.20      2.00    1.5700    74519.0
2024  5 26  0 10  0   0    -5.71    -1.82    -0.33   -407.50     12.20      2.00    1.4400    75016.0
2024  5 26  0 11  0   0    -5.88    -1.36     0.08   -408.90     12.30      2.00    1.4600    69148.0
2024  5 26  0 12  0   0    -5.89    -1.21     0.56   -409.50     12.30      2.00    1.3400    60910.0
2024  5 26  0 13  0   0    -5.87    -1.08     0.60   -410.20     12.30      2.00    1.3500    59189.0
2024  5 26  0 14  0   0    -5.92    -1.12     0.51   -409.60     12.20      2.00    1.3300    62420.0
2024  5 26  0 15  0   0    -5.91    -1.13     0.59   -411.30     12.30      2.00    1.4200    64736.0
2024  5 26  0 16  0   0    -5.87    -1.40     0.61   -409.60     12.30      2.00    1.5300    69189.0
2024  5 26  0 17  0   0    -5.87    -1.20     1.03   -408.80     12.30      2.00    1.5300    70177.0
2024  5 26  0 18  0   0    -5.80    -1.15     1.07   -407.10     12.20      1.90    1.6400    77715.0
2024  5 26  0 19  0   0    -5.77    -0.82     1.15   -409.20     12.30      2.00    1.4500    64899.0
