Produced from DSCOVR NOAA NGDC NetCDF (nT, km/s, cm^-3, K)
year  mo  dy  hr  mn  sc msc Bx By Bz Ux Uy Uz rho T
#START
2024  5  7  0  3  0   0    -0.22     3.11     4.81       nan       nan       nan       nan        nan
2024  5  7  0  4  0   0     0.48     3.72     4.40       nan       nan       nan       nan        nan
2024  5  7  0  5  0   0     1.18     4.32     3.99   -538.90    -97.50    -10.60   12.8900   454477.0
2024  5  7  0  6  0   0     0.83     4.57     3.66   -540.20    -95.70     -9.40   12.4900   446075.0
2024  5  7  0  7  0   0    -0.65     4.82     3.08   -533.90    -95.50     -7.60   11.9500   377430.0
2024  5  7  0  8  0   0    -3.07     4.22     2.68   -513.40    -88.70    -54.00   11.0300   348063.0
2024  5  7  0  9  0   0    -2.61     4.29     2.60   -514.40    -96.97    -44.47   11.4800   396018.0
2024  5  7  0 11  0   0    -1.68     4.42     2.45   -516.40   -113.50    -25.40   12.3800   491928.0
2024  5  7  0 12  0   0    -1.57     2.74     4.82   -528.90    -86.90    -51.80    9.9400   283587.0
2024  5  7  0 13  0   0    -2.33     3.89     3.62   -520.00    -81.60    -65.70   11.3400   312771.0
2024  5  7  0 14  0   0    -2.17     4.00     3.59   -525.20    -99.30    -37.80   10.6600   297581.0
2024  5  7  0 17  0   0    -1.68     4.33     3.52   -527.20   -107.30    -69.40    9.6500   250195.0
2024  5  7  0 18  0   0    -1.32     4.29     3.70   -528.40    -77.70    -52.50    8.3200   256460.0
2024  5  7  0 19  0   0    -1.18     4.01     4.07   -530.50    -81.30    -37.20    8.0200   194099.0
2024  5  7  0 20  0   0    -1.52     4.93     2.43   -527.90    -81.00    -22.10    9.9200   285349.0
2024  5  7  0 21  0   0    -1.58     5.05     1.83   -522.90    -95.80    -40.40   11.7700   331094.0
2024  5  7  0 22  0   0    -0.71     3.31     4.66   -537.10   -110.30    -10.80   13.4200   516089.0
2024  5  7  0 23  0   0    -0.64     2.85     4.91   -534.00   -106.80    -14.20   11.9000   403071.0
2024  5  7  0 24  0   0    -1.17     3.61     4.32   -531.70    -78.80    -17.60    5.1300   159019.0
2024  5  7  0 25  0   0    -1.54     3.89     4.01   -524.80    -91.30    -55.30   11.2400   306563.0
2024  5  7  0 26  0   0    -1.62     3.38     4.42   -522.90    -78.60    -49.30   10.0100   283732.0
2024  5  7  0 27  0   0    -2.60     3.81     3.64   -514.90    -70.10    -65.30   10.9100   340615.0
2024  5  7  0 28  0   0    -3.07     4.08     2.89   -517.90    -87.40    -63.80   11.3200   310467.0
2024  5  7  0 29  0   0    -3.59     3.63     2.92   -510.50    -85.50    -64.20   11.4300   359307.0
2024  5  7  0 30  0   0    -3.01     4.54     1.83   -511.80    -87.00    -49.90   12.2400   433722.0
2024  5  7  0 31  0   0    -2.64     5.16     1.09   -517.00    -92.30    -49.50   11.5100   330296.0
2024  5  7  0 32  0   0    -2.89     5.07     0.04   -515.00    -90.50    -51.50   11.1400   330911.0
2024  5  7  0 33  0   0    -3.42     4.39     1.70   -512.00    -95.70    -53.20   10.9300   310219.0
2024  5  7  0 34  0   0    -3.64     4.21     1.80   -504.70    -94.50    -59.40   11.7100   393263.0
2024  5  7  0 35  0   0    -3.51     4.23     1.42   -505.60    -99.10    -61.80   10.9500   362617.0
2024  5  7  0 36  0   0    -3.37     4.27     2.19   -507.60    -94.60    -62.80   11.1100   380307.0
2024  5  7  0 37  0   0    -3.47     4.28     2.21   -506.50    -94.30    -62.00   11.2300   396796.0
2024  5  7  0 38  0   0    -3.58     4.28     2.20   -506.00    -96.20    -66.60   10.8500   361810.0
2024  5  7  0 39  0   0    -3.41     4.27     2.41   -506.10    -91.90    -58.90   11.4100   402032.0
2024  5  7  0 40  0   0    -3.47     4.24     2.33   -507.10    -97.30    -65.20   10.9300   373576.0
2024  5  7  0 41  0   0    -3.47     4.24     2.23   -506.30    -94.80    -62.10   11.2800   407556.0
2024  5  7  0 42  0   0    -3.44     3.55     3.17   -506.70    -84.00    -67.50   11.6700   406580.0
2024  5  7  0 43  0   0    -3.15     4.14     2.85   -508.50    -92.70    -64.30   11.3000   386016.0
2024  5  7  0 44  0   0    -3.26     3.77     3.21   -506.90    -90.20    -63.50   11.6400   386951.0
2024  5  7  0 45  0   0    -3.16     4.08     2.86   -507.70    -99.70    -66.60   11.3400   382028.0
2024  5  7  0 46  0   0    -3.54     3.78     2.94   -506.00    -93.40    -67.30   11.0600   367958.0
2024  5  7  0 47  0   0    -3.46     4.21     2.38   -506.50   -102.10    -63.00   11.0100   347779.0
2024  5  7  0 48  0   0    -3.12     4.23     2.40   -507.30    -90.50    -61.60   11.6400   397987.0
2024  5  7  0 49  0   0    -3.20     4.07     2.37   -511.20    -93.80    -65.10   10.8100   332006.0
2024  5  7  0 50  0   0    -3.38     4.10     2.40   -506.70    -97.00    -65.60   11.0300   364388.0
2024  5  7  0 51  0   0    -3.64     4.11     2.08   -508.20    -96.30    -67.70   11.1000   378367.0
2024  5  7  0 52  0   0    -4.28     3.49     2.22   -504.40   -100.40    -72.80   10.6300   344577.0
2024  5  7  0 53  0   0    -3.96     4.02     1.86   -504.30    -99.40    -62.20   10.9500   360063.0
2024  5  7  0 54  0   0    -4.02     3.93     1.81   -504.70    -99.30    -67.90   10.7500   350510.0
2024  5  7  0 55  0   0    -3.93     3.90     1.89   -505.60    -96.10    -67.20   10.9700   362725.0
2024  5  7  0 56  0   0    -3.93     4.01     1.64   -506.90   -100.00    -67.30   10.8300   356337.0
2024  5  7  0 57  0   0    -4.38     3.48     1.42   -503.70    -99.00    -67.30   11.0400   383709.0
2024  5  7  0 58  0   0    -4.13     3.67     1.90   -505.30    -97.30    -67.90   10.8000   356833.0
2024  5  7  0 59  0   0    -4.52     3.60     1.12   -504.50    -99.40    -63.80   10.7500   345790.0
2024  5  7  1  0  0   0    -4.66     3.43     1.07   -504.40    -96.80    -64.80   10.8000   353861.0
2024  5  7  1  1  0   0    -4.32     3.81     1.25   -505.40    -95.40    -66.40   10.8300   356837.0
2024  5  7  1  2  0   0    -3.74     4.38     1.35   -507.10   -101.80    -64.20   11.4000   390016.0
2024  5  7  1  3  0   0    -3.27     4.51     1.57   -508.30   -100.00    -67.70   11.6500   399917.0
2024  5  7  1  4  0   0    -2.84     4.71     1.85   -512.00    -99.90    -70.50   11.0300   342822.0
2024  5  7  1  5  0   0    -3.21     4.52     1.56   -507.50    -98.90    -62.00   11.3000   385321.0
2024  5  7  1  6  0   0    -2.95     4.65     1.78   -510.30    -99.80    -72.10   11.3000   375129.0
2024  5  7  1  7  0   0    -3.25     4.60     1.12   -508.80   -101.80    -66.20   10.9600   353996.0
2024  5  7  1  8  0   0    -3.48     4.40     1.02   -507.10   -103.60    -65.30   11.4400   384319.0
2024  5  7  1  9  0   0    -3.14     4.33     1.81   -508.80    -99.90    -64.10   11.5000   400217.0
2024  5  7  1 10  0   0    -2.28     3.70     3.69   -512.70    -93.20    -74.90   11.7800   400309.0
2024  5  7  1 11  0   0    -2.36     4.18     3.17   -516.50    -94.10    -67.70   11.5100   361747.0
2024  5  7  1 12  0   0    -2.76     3.95     2.95   -508.80    -85.90    -71.00   11.5000   390186.0
2024  5  7  1 13  0   0    -3.06     3.71     3.15   -511.10    -92.60    -73.60   11.2300   323676.0
2024  5  7  1 14  0   0    -2.84     4.38     2.49   -515.40    -94.50    -72.60   11.0800   315987.0
2024  5  7  1 15  0   0    -2.50     4.75     2.21   -512.50    -88.60    -74.60   11.1400   356283.0
2024  5  7  1 16  0   0    -2.69     4.83     1.54   -515.10   -100.10    -68.20   10.6800   329150.0
2024  5  7  1 17  0   0    -3.72     3.94     1.67   -505.50    -95.20    -66.40   11.7000   398994.0
2024  5  7  1 18  0   0    -3.98     3.62     2.04   -505.50    -99.20    -72.20   10.8300   356134.0
2024  5  7  1 19  0   0    -3.84     3.97     1.63   -504.60   -100.20    -71.20   10.9600   359657.0
2024  5  7  1 20  0   0    -3.74     4.28     0.68   -505.50   -104.90    -63.70   10.9300   364596.0
