Produced from wind CDAWeb CDFs (nT, km/s, cm^-3, K)
year  mo  dy  hr  mn  sc msc Bx By Bz Ux Uy Uz rho T
#START
2024  5 17  0  0  0   0     2.93     4.53     4.95   -380.22     31.72     -0.37    9.7295   190072.8
2024  5 17  0  1  0   0     2.94     4.69     5.05   -381.03     23.70     -4.56    9.3595   179630.2
2024  5 17  0  2  0   0     3.29     4.80     4.38   -381.84     15.67     -8.74    8.9894   169482.6
2024  5 17  0  3  0   0     3.28     4.93     4.25   -381.47     16.65     -7.51    9.0343   165886.3
2024  5 17  0  4  0   0     3.19     5.16     4.46       nan       nan       nan       nan        nan
2024  5 17  0  5  0   0     3.14     5.05     4.40       nan       nan       nan       nan        nan
2024  5 17  0  6  0   0     3.16     5.30     4.24       nan       nan       nan       nan        nan
2024  5 17  0  7  0   0     3.44     5.56     4.06   -379.99     20.59     -2.60    9.2137   151886.9
2024  5 17  0  8  0   0     3.83     5.69     3.99   -380.88     20.92     -3.63    8.8654   151622.4
2024  5 17  0  9  0   0     4.28     6.27     2.68       nan       nan       nan       nan        nan
2024  5 17  0 10  0   0     3.74     6.79     1.41       nan       nan       nan       nan        nan
2024  5 17  0 11  0   0     4.01     7.20     1.07       nan       nan       nan       nan        nan
2024  5 17  0 12  0   0     4.24     7.33     1.51   -384.41     22.23     -7.72    7.4721   150566.9
2024  5 17  0 13  0   0     4.13     7.24     1.76   -382.37     25.74     -6.30    7.7602   134383.2
2024  5 17  0 14  0   0     3.94     7.48     1.54   -382.23     25.65     -5.85    7.7678   132489.6
2024  5 17  0 15  0   0     3.53     7.78     1.05       nan       nan       nan       nan        nan
2024  5 17  0 16  0   0     3.53     7.77     1.37       nan       nan       nan       nan        nan
2024  5 17  0 17  0   0     3.79     7.55     1.93       nan       nan       nan       nan        nan
2024  5 17  0 18  0   0     3.98     7.57     1.73       nan       nan       nan       nan        nan
2024  5 17  0 19  0   0     3.77     7.53     1.99       nan       nan       nan       nan        nan
2024  5 17  0 20  0   0     3.54     7.68     2.05       nan       nan       nan       nan        nan
2024  5 17  0 21  0   0     3.60     7.69     2.12       nan       nan       nan       nan        nan
2024  5 17  0 22  0   0     3.70     7.67     2.16       nan       nan       nan       nan        nan
2024  5 17  0 23  0   0     3.68     7.71     2.21   -381.00     24.84     -1.78    7.8361   116052.2
2024  5 17  0 24  0   0     3.72     7.68     2.27   -381.37     24.06     -2.22    7.8567   116795.9
2024  5 17  0 25  0   0     3.74     7.71     2.28       nan       nan       nan       nan        nan
2024  5 17  0 26  0   0     3.68     7.68     2.60       nan       nan       nan       nan        nan
2024  5 17  0 27  0   0     3.81     7.62     2.26       nan       nan       nan       nan        nan
2024  5 17  0 28  0   0     3.92     7.59     2.15       nan       nan       nan       nan        nan
2024  5 17  0 29  0   0     3.46     7.61     2.65       nan       nan       nan       nan        nan
2024  5 17  0 30  0   0     2.90     7.25     3.27       nan       nan       nan       nan        nan
2024  5 17  0 31  0   0     2.92     7.28     3.28       nan       nan       nan       nan        nan
2024  5 17  0 32  0   0     2.11     7.38     4.26       nan       nan       nan       nan        nan
2024  5 17  0 33  0   0     1.34     7.17     4.55       nan       nan       nan       nan        nan
2024  5 17  0 34  0   0     1.11     7.31     4.31       nan       nan       nan       nan        nan
2024  5 17  0 35  0   0     1.32     7.23     4.12   -385.45     15.51     -7.02    8.0825   125133.7
2024  5 17  0 36  0   0     1.48     7.28     4.15   -384.22     17.24     -6.66    8.3375   124494.7
2024  5 17  0 37  0   0     1.32     7.34     3.82       nan       nan       nan       nan        nan
2024  5 17  0 38  0   0     2.49     7.17     3.37       nan       nan       nan       nan        nan
2024  5 17  0 39  0   0     3.22     6.96     3.00       nan       nan       nan       nan        nan
2024  5 17  0 40  0   0     3.46     6.97     2.72       nan       nan       nan       nan        nan
2024  5 17  0 41  0   0     3.79     6.93     2.33       nan       nan       nan       nan        nan
2024  5 17  0 42  0   0     3.53     6.85     2.96       nan       nan       nan       nan        nan
2024  5 17  0 43  0   0     4.14     6.72     2.20       nan       nan       nan       nan        nan
2024  5 17  0 44  0   0     3.62     6.90     2.58       nan       nan       nan       nan        nan
2024  5 17  0 45  0   0     3.39     6.95     2.82   -373.17     32.89     -3.49   10.6323   118817.8
2024  5 17  0 46  0   0     3.62     6.85     2.69   -372.98     29.12     -6.23    9.7232   116180.2
2024  5 17  0 47  0   0     3.87     6.98     2.62   -372.79     25.34     -8.98    8.8141   113572.2
2024  5 17  0 48  0   0     4.23     6.77     2.69   -373.06     24.66     -9.41    9.0117   109996.4
